1	>503b3e9b-7eef-ce3e-a6a2-b8f2107b6f8f	0.7871	M
1	>02af258a-f6b5-b842-2af1-f3980159e932	0.7712	M
1	>1a28bd8c-9447-ac77-a79c-af70a97ec065	0.8626	M
1	>71e67095-34f5-f658-fb99-f8f6b73b91c1	0.8531	M
1	>8e888b30-3fd8-7feb-6936-fb09fe1c33cc	0.9156	M
1	>7eae7d5b-f6c5-97dd-2ad3-dc4e80ef0e20	0.8180	M
1	>86bd9f56-06d5-1648-204c-3dd5de18ed63	1.0000	C
1	>7e3fa06c-306b-f72a-ffb0-f370d9799537	0.8025	M
1	>79f8e8e6-fa5f-6573-d547-e2c9111bffa5	0.8608	M
1	>de5ce9a2-8189-3ecd-8382-3fe0ec5e3640	0.7660	E
1	>f654f73a-7c1a-e3e3-8a21-a112257f0852	0.8218	M
1	>3b1dbe99-168e-f116-15b6-c4c76f3792e1	0.8603	M
1	>032ab05e-1cd1-d454-489f-420fa0ec8c99	0.8435	M
1	>57bb2587-c3d4-52a0-05da-6c965a96f021	0.8464	M
1	>4ad786fb-e49b-fb74-3b0d-225f6206e26c	0.9356	M
1	>2570544a-9ee0-d020-342f-31f6a9791906	0.8012	M
1	>c32375fd-1870-a56e-45ac-2c6f831f7f72	0.7983	M
1	>d9743fd4-6064-3f37-e782-b0b50b284f5a	0.7917	M
1	>765e563d-28da-428f-a847-e98fed2931e0	0.8297	M
1	>608916ff-96f0-0423-d9b1-ee3c206715fd	0.8812	M
1	>4551da8b-0ce8-6225-2b9c-a9046fc30dea	0.8791	M
1	>7c373122-bd80-50bd-49bb-a5b42a1a06c6	0.8850	M
1	>1222f933-1ad0-67cd-9004-826f1ed22c72	0.8733	M
1	>3050028c-b135-5e47-e37c-28f3b5a5056f	0.8855	M
1	>a98da209-e708-4d9d-e14d-9eba109b62a1	0.8360	M
1	>25a377be-33d3-86a4-681d-c5938181a911	0.9167	M
1	>721a29f1-2486-083f-3f3f-b2ff29506ff4	0.8604	M
1	>8f48cf2f-b8dc-b070-3ccf-04db084aad2e	0.8682	M
1	>3456f287-23a0-31d4-0745-23b4f829bc26	0.8095	M
1	>8a93872b-1f19-5e65-e12e-56f528053379	0.8078	M
1	>25466629-1794-8cb5-1928-afad2898ad22	0.8824	M
1	>ccaf6327-10bd-0945-f56e-712dbd971811	0.7829	M
1	>a218be44-54fe-d7ed-0107-f707ce10b4e4	0.8807	M
1	>fd8096c0-92ff-7d29-bdd3-e6523055ec9e	0.8133	M
1	>258ded9c-d3d2-f16d-9254-a394db2d9349	0.9205	M
1	>5d288818-d5cd-bf84-8b13-ce0a1cac18ad	0.9375	M
1	>415cba26-5d1b-a1a4-9245-3ef34ea177a8	0.8753	M
1	>20e89b1b-d83e-475e-ec83-4daf4075ead8	0.8735	M
