1	>8751f43b-6641-712a-5457-e035618dd302	0.9213	M
1	>49637b4e-557a-cd3a-cd8d-dbde6cc94234	0.9898	M
1	>51205275-859b-33cf-9006-d798e88dd7dc	0.9145	M
1	>a6eea1b6-af0b-2447-051f-d3dc6b781f53	0.9749	M
1	>594ac682-84a2-d61c-0909-870c96f08d55	0.9627	M
1	>86a3e646-536c-36ac-71de-9d8976078d95	0.9826	M
1	>78a01f2a-ad5a-2748-9b2a-0b8b4a4f4cb6	0.9541	M
1	>89127885-7eb3-6e0f-af91-29011d535ac5	0.9682	M
1	>8adabd39-6340-7020-59ab-9f9c03bfba99	0.8778	E
1	>99f2557c-53fa-a49b-696c-9221a15d622e	0.9701	M
1	>85e496f2-51df-f81e-412e-899a8a443db0	0.9748	M
1	>9478f0e3-e969-85c5-c17f-e28532b9ecd4	0.9293	M
1	>db396526-d2b5-5ac3-ec0a-18149a43e030	0.9429	M
1	>2fbc83ff-17b0-b952-190f-69d19d9d6192	0.9762	M
1	>5dc29a7d-b53d-1742-8256-3d6942938865	0.9628	M
1	>594665b8-e8ba-df24-8e53-e2eec6ed02a3	0.9894	M
1	>5141e331-85ea-0f22-b7e3-a8931d2cd5ec	0.9735	M
1	>d42e8645-7dbd-bc88-3082-2261afc075e8	0.9902	M
1	>aacbbe23-1a85-e0dc-8a5a-d7fb2988eb06	0.9574	M
1	>edc3a410-50a0-d96d-e8d2-294340bf7001	0.9445	M
1	>fa427b80-2643-a129-19f9-2fe058386de9	0.9800	M
1	>c2c66ed3-e509-56d0-250e-1f8b19f10981	0.9404	M
1	>02ec9251-11e1-9439-849a-3b8f58baa049	0.9993	C
1	>92ad62e0-7b05-f4dd-bb40-5d0175509af6	0.9565	M
1	>c828273c-ce81-8729-70f5-fbe728078cad	0.9641	M
1	>1b90ebb1-72fe-fbe5-a8a9-2ee5d448ca1b	0.9594	M
1	>a69b7c52-4804-ddc2-a780-44d9196572c9	0.9882	M
1	>82c47b43-a7a6-7fe5-d04f-b5c61d20aea1	0.9403	M
1	>935d14a0-4304-7ca1-d2ba-fbc646090576	0.9605	M
1	>cafd89dc-114b-9acc-5890-78a634b1376d	0.9742	M
1	>6934411c-161b-e544-c3bb-e56732d293a2	0.9682	M

2	>86ba728b-ac80-c951-1332-ad5d0219d7b7	0.9900	M
2	>ed964f5c-ed2e-449d-db0f-8e1ddae744a7	0.9809	M
2	>4dc42f6e-aefc-f9c0-37da-684ea82870f7	0.9629	M
2	>05d320ca-7afc-a006-9402-9d742cd94840	0.9173	M
2	>3fbba305-8d9d-e0b0-1ed7-879326aca6c6	0.9516	M
2	>e64ebeff-6931-e0b0-7e2a-929d4451785f	0.9686	M
2	>75cfd2b8-7c73-eeb1-ca02-780222bdcd0f	0.9993	C
2	>02e74bd2-fb32-57f4-7e6e-759285eee913	0.9890	M
2	>568c8141-2d2f-6132-bc26-3d8929ae7601	0.9914	M
2	>349b4dee-94d1-e84b-2a8b-5b573f1d1ee1	0.9851	M
2	>46d4948f-837f-b35a-6962-7fb5efe8c47a	0.9834	M
2	>a51fa3ad-57cc-28a3-079f-17846abb5cc9	0.9679	M
2	>712c7928-325f-5ecf-48a9-1f0e48bb0e7a	0.9797	M
2	>8ec25543-bacd-62d3-5710-a653c47ad22a	0.9506	M
2	>40009a70-3ee0-105b-92e1-3aaf7810de81	0.9676	M
2	>e3483baa-99d5-badc-04f1-1abf3efe114a	0.9556	M
2	>c2551a09-85ef-c4a2-cee1-bae8447c913c	0.9953	M
2	>a1be25d8-54c8-1def-5f0f-9908fe07c515	0.9747	M
2	>3eb34faf-b4f9-70d7-35c8-456cfded9e30	0.9650	M
2	>442f51a4-22ca-d86d-70a3-5c6410607241	0.9886	M
2	>6a718301-73ae-0431-cd6f-47bebebef05c	0.9399	M
2	>c003ce1d-5976-f544-1145-b8f7ef5289c7	0.9831	M
2	>3aba7e09-0602-284e-4366-9e25ac4271bc	0.9549	M
2	>c085f107-1c86-ab18-fd23-5735f2f91fc9	0.9903	M
2	>70749a01-af42-ca0f-c1f1-145b019fcf20	0.9312	M
2	>2e90b4c7-05e4-5ae9-f15b-9ac6365844a2	0.9611	M
2	>bbba8a48-35f3-9f25-053e-e8d5894b895d	0.9773	M
2	>49a27011-9eea-c7f6-8d30-e609a1820ca4	0.9936	M
2	>50a5755c-778d-b08e-7985-1f69d51850f0	0.9830	M
2	>5aa0f334-1f99-187b-d79a-ab8bd04f41ee	0.9600	M
2	>785b06b3-374a-6427-244d-7aee60f94a62	0.9815	M
2	>1a65eaad-c8c4-548b-ecb4-ad3e67337b44	0.9901	M
2	>5e741849-9883-6fa1-3093-efaa3cc61539	0.9483	M
2	>1356b403-1971-cf8c-6cfc-faa7ca159752	0.9703	M
2	>d35d4b67-93f9-4a14-dfd3-1d9f6916420e	0.9884	M
2	>77df16fa-ae4e-0e91-cf97-84b243fc9e3d	0.9044	M

