benchmark,profile,id,depth,asm,consensus,alnerr,qcov_un,tcov_un,total_err,n
PacBio CCS,even10,3~5%,60,asm10,miniCon,0,0,0.0295663600525629,0,20
PacBio CCS,even10,3~5%,60,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,2~3%,60,asm10,kmerCon,0,0,0,0,20
PacBio CCS,even10,2~3%,60,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,1~2%,60,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,0~1%,60,asm10,isoCon,0,0,0,0,20
PacBio CCS,skew10,5~10%,60,asm10,kmerCon,0,0,0,0,14
PacBio CCS,skew10,5~10%,60,asm10,miniCon,0,0,0,0,14
PacBio CCS,skew10,5~10%,60,asm10,isoCon,0,0,0,0,11
PacBio CCS,skew10,3~5%,60,asm10,kmerCon,0,0,0,0,12
PacBio CCS,skew10,3~5%,60,asm10,isoCon,0,0,0,0,9
PacBio CCS,skew10,2~3%,60,asm10,kmerCon,0,0,0,0,14
PacBio CCS,skew10,2~3%,60,asm10,isoCon,0,0,0,0,13
PacBio CCS,skew10,1~2%,60,asm10,isoCon,0,0,0,0,9
PacBio CCS,skew10,0~1%,60,asm10,kmerCon,0,0,0,0,4
PacBio CCS,even10,0~1%,80,asm10,miniCon,0.021988031316989,0.499728049528327,0.229960578186594,0.521716080845316,6
PacBio CCS,skew10,3~5%,80,asm10,miniCon,0,0.380392338153488,0.182508395386186,0.380392338153488,18
PacBio CCS,skew10,0~1%,80,asm10,miniCon,0,0.184943429068755,0.0766535260621974,0.184943429068755,6
PacBio CCS,skew10,0~1%,80,asm10,kmerCon,0,0.184341791368465,0.0219010074463408,0.184341791368465,6
PacBio CCS,even10,5~10%,80,asm10,miniCon,0,0.137762495354153,0.160972404730617,0.137762495354153,20
PacBio CCS,skew10,1~2%,80,asm10,miniCon,0,0.130222581508931,0.0328515111695127,0.130222581508931,18
PacBio CCS,even10,1~2%,80,asm10,miniCon,0,0.127104103990174,0.0755584756898813,0.127104103990174,20
PacBio CCS,skew10,2~3%,80,asm10,miniCon,0,0.117649447693307,0.0559210526315788,0.117649447693307,20
PacBio CCS,skew10,1~2%,80,asm10,kmerCon,0,0.112189861593994,0.0182508395386181,0.112189861593994,18
PacBio CCS,even10,3~5%,80,asm10,miniCon,0,0.0718015665796344,0.068988173455979,0.0718015665796344,20
PacBio CCS,even10,3~5%,80,asm10,kmerCon,0,0.0715679895901104,0.0229960578186592,0.0715679895901104,20
PacBio CCS,skew10,2~3%,80,asm10,kmerCon,0,0.0617283950617285,0,0.0617283950617285,20
PacBio CCS,skew10,3~5%,80,asm10,kmerCon,0,0.061647809689585,0.0255511753540658,0.061647809689585,18
PacBio CCS,skew10,5~10%,80,asm10,miniCon,0,0.0584031881269753,0.0242063766512202,0.0584031881269753,19
PacBio CCS,even10,0~1%,80,asm10,kmerCon,0.0219010074463408,0.0219010074463408,0.0219010074463408,0.0438020148926815,6
PacBio CCS,skew10,2~3%,80,asm10,isoCon,0.00365497076023363,0,0.00365497076023363,0.00365497076023363,18
PacBio CCS,skew10,5~10%,80,asm10,isoCon,0.00365016790772346,0,0.00365016790772346,0.00365016790772346,18
PacBio CCS,even10,5~10%,80,asm10,kmerCon,0,0,0,0,20
PacBio CCS,even10,5~10%,80,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,3~5%,80,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,2~3%,80,asm10,kmerCon,0,0,0,0,20
PacBio CCS,even10,2~3%,80,asm10,miniCon,0,0,0.0986842105263157,0,20
PacBio CCS,even10,2~3%,80,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,1~2%,80,asm10,kmerCon,0,0,0,0,20
PacBio CCS,even10,1~2%,80,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,0~1%,80,asm10,isoCon,0,0,0,0,20
PacBio CCS,skew10,5~10%,80,asm10,kmerCon,0,0,0,0,19
PacBio CCS,skew10,3~5%,80,asm10,isoCon,0,0,0,0,17
PacBio CCS,skew10,1~2%,80,asm10,isoCon,0,0,0,0,16
PacBio CCS,skew10,0~1%,80,asm10,isoCon,0,0,0,0,15
PacBio CCS,even10,0~1%,100,asm10,miniCon,0.0164910234877418,0.374796037146245,0.172470433639946,0.391287060633987,8
PacBio CCS,skew10,3~5%,100,asm10,miniCon,0,0.380392338153488,0.182508395386186,0.380392338153488,18
PacBio CCS,skew10,0~1%,100,asm10,miniCon,0,0.20514733308467,0.112633752581189,0.20514733308467,7
PacBio CCS,skew10,2~3%,100,asm10,miniCon,0,0.189755741144391,0.0971177944862159,0.189755741144391,21
PacBio CCS,even10,1~2%,100,asm10,miniCon,0,0.172736437758101,0.0821287779237835,0.172736437758101,20
PacBio CCS,skew10,0~1%,100,asm10,kmerCon,0,0.158007249744399,0.0187722920968635,0.158007249744399,7
PacBio CCS,even10,2~3%,100,asm10,miniCon,0,0.143790849673202,0.0789473684210535,0.143790849673202,20
PacBio CCS,skew10,1~2%,100,asm10,miniCon,0,0.123368761429513,0.0311224842658541,0.123368761429513,19
PacBio CCS,even10,3~5%,100,asm10,kmerCon,0,0.117200323358038,0.0295663600525614,0.117200323358038,20
PacBio CCS,even10,3~5%,100,asm10,miniCon,0,0.0718015665796344,0.0394218134034162,0.0718015665796344,20
PacBio CCS,skew10,3~5%,100,asm10,kmerCon,0,0.061647809689585,0.0255511753540658,0.061647809689585,18
PacBio CCS,skew10,2~3%,100,asm10,kmerCon,0,0.0587889476778367,0,0.0587889476778367,21
PacBio CCS,skew10,1~2%,100,asm10,kmerCon,0,0.0582510964912286,0.0103741614219516,0.0582510964912286,19
PacBio CCS,even10,5~10%,100,asm10,miniCon,0,0.0430463576158942,0.0821287779237842,0.0430463576158942,20
PacBio CCS,even10,0~1%,100,asm10,kmerCon,0.0164257555847556,0.0164257555847556,0.0164257555847556,0.0328515111695111,8
PacBio CCS,skew10,5~10%,100,asm10,miniCon,0,0.00660938532716457,0.0361366622864651,0.00660938532716457,20
PacBio CCS,skew10,1~2%,100,asm10,isoCon,0.00657030223390223,0,0.00657030223390223,0.00657030223390223,20
PacBio CCS,skew10,5~10%,100,asm10,isoCon,0.0062574306989545,0,0.0062574306989545,0.0062574306989545,21
PacBio CCS,skew10,2~3%,100,asm10,isoCon,0.00365497076023363,0,0.00365497076023363,0.00365497076023363,18
PacBio CCS,skew10,3~5%,100,asm10,isoCon,0.00365016790772346,0,0.00365016790772346,0.00365016790772346,18
PacBio CCS,even10,5~10%,100,asm10,kmerCon,0,0,0,0,20
PacBio CCS,even10,5~10%,100,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,3~5%,100,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,2~3%,100,asm10,kmerCon,0,0,0,0,20
PacBio CCS,even10,2~3%,100,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,1~2%,100,asm10,kmerCon,0,0,0,0,20
PacBio CCS,even10,1~2%,100,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,0~1%,100,asm10,isoCon,0,0,0,0,20
PacBio CCS,skew10,5~10%,100,asm10,kmerCon,0,0,0,0,20
PacBio CCS,skew10,0~1%,100,asm10,isoCon,0,0,0,0,18
PacBio CCS,even10,0~1%,200,asm10,miniCon,0.0263334232579979,0.312977434184801,0.151116951379761,0.339310857442798,10
PacBio CCS,even10,1~2%,200,asm10,miniCon,0,0.334661832889,0.344940867279894,0.334661832889,20
PacBio CCS,skew10,0~1%,200,asm10,miniCon,0.00822368421052566,0.325892986065222,0.123193166885676,0.334116670275748,8
PacBio CCS,skew10,3~5%,200,asm10,miniCon,0,0.245763200297963,0.231524935861333,0.245763200297963,21
PacBio CCS,even10,0~1%,200,asm10,kmerCon,0.0262812089356089,0.169884342094878,0.105124835742441,0.196165551030487,10
PacBio CCS,even10,2~3%,200,asm10,miniCon,0,0.180849058829571,0.207236842105264,0.180849058829571,20
PacBio CCS,skew10,2~3%,200,asm10,miniCon,0,0.177635873569702,0.122180451127821,0.177635873569702,21
PacBio CCS,even10,5~10%,200,asm10,miniCon,0,0.173055905647563,0.105124835742443,0.173055905647563,20
PacBio CCS,skew10,1~2%,200,asm10,miniCon,0,0.15213294321309,0.0500594455916387,0.15213294321309,21
PacBio CCS,skew10,5~10%,200,asm10,miniCon,0,0.134075653936923,0.114980289093297,0.134075653936923,20
PacBio CCS,even10,3~5%,200,asm10,miniCon,0,0.127104103990174,0.0459921156373184,0.127104103990174,20
PacBio CCS,skew10,1~2%,200,asm10,kmerCon,0,0.12108581737743,0.0469307302421621,0.12108581737743,21
PacBio CCS,even10,1~2%,200,asm10,kmerCon,0,0.0715679895901104,0.0229960578186592,0.0715679895901104,20
PacBio CCS,even10,5~10%,200,asm10,kmerCon,0,0.0714285714285708,0.0131406044678059,0.0714285714285708,20
PacBio CCS,skew10,2~3%,200,asm10,kmerCon,0,0.0682487978904916,0.0219298245614038,0.0682487978904916,21
PacBio CCS,skew10,3~5%,200,asm10,kmerCon,0,0.0678509745867263,0,0.0678509745867263,21
PacBio CCS,even10,2~3%,200,asm10,kmerCon,0,0.0456919060052222,0.00657894736842053,0.0456919060052222,20
PacBio CCS,skew10,5~10%,200,asm10,isoCon,0.03018787512874,0,0.03018787512874,0.03018787512874,37
PacBio CCS,skew10,1~2%,200,asm10,isoCon,0.0270541856690092,0,0.0270541856690092,0.0270541856690092,34
PacBio CCS,skew10,2~3%,200,asm10,isoCon,0.0263157894736821,0,0.0263157894736821,0.0263157894736821,35
PacBio CCS,skew10,3~5%,200,asm10,isoCon,0.0262812089356089,0,0.0262812089356089,0.0262812089356089,35
PacBio CCS,skew10,0~1%,200,asm10,isoCon,0.0244039797259226,0,0.0244039797259226,0.0244039797259226,35
PacBio CCS,skew10,0~1%,200,asm10,kmerCon,0.00821287779237778,0.00821287779237778,0.00821287779237778,0.0164257555847556,8
PacBio CCS,even10,5~10%,200,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,3~5%,200,asm10,kmerCon,0,0,0,0,20
PacBio CCS,even10,3~5%,200,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,2~3%,200,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,1~2%,200,asm10,isoCon,0,0,0,0,20
PacBio CCS,even10,0~1%,200,asm10,isoCon,0,0,0,0,20
PacBio CCS,skew10,5~10%,200,asm10,kmerCon,0,0,0,0,20
PacBio CCS,skew10,0~1%,400,asm10,miniCon,0.0119460040616404,0.439625108518354,0.442002150280727,0.451571112579994,11
PacBio CCS,skew10,5~10%,400,asm10,miniCon,0,0.287910668669959,0.149325050770515,0.287910668669959,22
PacBio CCS,even10,0~1%,400,asm10,miniCon,0.00438020148926815,0.195851045701626,0.109505037231711,0.200231247190895,15
PacBio CCS,even10,5~10%,400,asm10,miniCon,0,0.191657828369112,0.0229960578186592,0.191657828369112,20
PacBio CCS,skew10,2~3%,400,asm10,miniCon,0,0.164753200217672,0.11441647597254,0.164753200217672,23
PacBio CCS,skew10,1~2%,400,asm10,miniCon,0,0.145217809430677,0.0477840162465642,0.145217809430677,22
PacBio CCS,even10,3~5%,400,asm10,miniCon,0,0.127104103990174,0.0459921156373184,0.127104103990174,20
PacBio CCS,skew10,0~1%,400,asm10,kmerCon,0.0119460040616404,0.112496072080803,0.0776490264006678,0.124442076142444,11
PacBio CCS,skew10,2~3%,400,asm10,kmerCon,0,0.116194625998547,0.0600686498855837,0.116194625998547,23
PacBio CCS,even10,0~1%,400,asm10,kmerCon,0.00438020148926815,0.100115623595447,0.0569426193604897,0.104495825084715,15
PacBio CCS,skew10,3~5%,400,asm10,miniCon,0.00298454008237314,0.0710929001045793,0.194122566001672,0.0740774401869524,22
PacBio CCS,skew10,3~5%,400,asm10,isoCon,0.0400377792378417,0.0328731097961867,0.0759691195794976,0.0729108890340284,64
PacBio CCS,even10,1~2%,400,asm10,miniCon,0,0.0715679895901104,0.0229960578186592,0.0715679895901104,20
PacBio CCS,even10,5~10%,400,asm10,isoCon,0.0231893020020079,0.0464090961828519,0.073432789673029,0.0695983981848597,34
PacBio CCS,skew10,5~10%,400,asm10,isoCon,0.0441442181340306,0.01232741617357,0.0574901445466456,0.0564716343076006,64
PacBio CCS,skew10,2~3%,400,asm10,isoCon,0.0435371517027829,0.0116175502459048,0.0561145510835879,0.0551547019486878,68
PacBio CCS,skew10,0~1%,400,asm10,isoCon,0.0417162046596967,0.0125230894461664,0.0552739711740992,0.054239294105863,63
PacBio CCS,even10,2~3%,400,asm10,miniCon,0,0.0536108483128349,0.0845864661654136,0.0536108483128349,21
PacBio CCS,even10,2~3%,400,asm10,kmerCon,0,0.0529100529100531,0.0219298245614038,0.0529100529100531,21
PacBio CCS,skew10,1~2%,400,asm10,kmerCon,0,0.0503077651515156,0.00895950304623095,0.0503077651515156,22
PacBio CCS,even10,0~1%,400,asm10,isoCon,0.0266363604077117,0.0213230982461752,0.0497212060943971,0.0479594586538869,37
PacBio CCS,skew10,1~2%,400,asm10,isoCon,0.0434487728370954,0,0.0434487728370954,0.0434487728370954,62
PacBio CCS,even10,3~5%,400,asm10,isoCon,0.0292013432617877,0,0.0292013432617877,0.0292013432617877,36
PacBio CCS,even10,2~3%,400,asm10,isoCon,0.0284495021337104,0,0.0284495021337104,0.0284495021337104,37
PacBio CCS,even10,1~2%,400,asm10,isoCon,0.0258830088002209,0,0.0258830088002209,0.0258830088002209,33
PacBio CCS,skew10,3~5%,400,asm10,kmerCon,0.00298454008237314,0.00298454008237314,0,0.00596908016474629,22
PacBio CCS,even10,5~10%,400,asm10,kmerCon,0,0,0,0,20
PacBio CCS,even10,3~5%,400,asm10,kmerCon,0,0,0,0,20
PacBio CCS,even10,1~2%,400,asm10,kmerCon,0,0,0,0,20
PacBio CCS,skew10,5~10%,400,asm10,kmerCon,0,0,0.0268785091386935,0,22
