benchmark,profile,id,depth,asm,consensus,qcov:mean,qcov:sd,tcov:mean,tcov:sd,alnid:mean,alnid:sd,n,pct:alnid >=99
ONT Duplex,skew10,9095,80,asm10,isoCon,100,0,100,0,100,0,5,100
ONT Duplex,skew10,9095,80,asm10,kmerCon,100,0,100,0,100,0,5,100
ONT Duplex,skew10,9095,80,asm10,miniCon,100,0,100,0,100,0,5,100
ONT Duplex,skew10,9095,100,asm10,isoCon,100,0,100,0,100,0,9,100
ONT Duplex,skew10,9095,100,asm10,kmerCon,100,0,100,0,100,0,9,100
ONT Duplex,skew10,9095,100,asm10,miniCon,100,0,100,0,100,0,9,100
ONT Duplex,skew10,9095,200,asm10,isoCon,99.99,0.02,99.99,0.02,99.99,0.02,22,100
ONT Duplex,skew10,9095,200,asm10,kmerCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9095,200,asm10,miniCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9095,400,asm10,isoCon,99.99,0.02,99.99,0.03,99.99,0.03,24,100
ONT Duplex,skew10,9095,400,asm10,kmerCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9095,400,asm10,miniCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9597,40,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9597,40,asm10,kmerCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9597,40,asm10,miniCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9597,60,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9597,60,asm10,kmerCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9597,60,asm10,miniCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9597,80,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9597,80,asm10,kmerCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9597,80,asm10,miniCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9597,100,asm10,isoCon,100,0,100,0,100,0,9,100
ONT Duplex,skew10,9597,100,asm10,kmerCon,100,0,100,0,100,0,9,100
ONT Duplex,skew10,9597,100,asm10,miniCon,100,0,100,0,100,0,8,100
ONT Duplex,skew10,9597,200,asm10,isoCon,100,0,100,0.01,100,0.01,23,100
ONT Duplex,skew10,9597,200,asm10,kmerCon,100,0,100,0,100,0,22,100
ONT Duplex,skew10,9597,200,asm10,miniCon,100,0,100,0,100,0,22,100
ONT Duplex,skew10,9597,400,asm10,isoCon,99.99,0.03,99.98,0.03,99.98,0.03,25,100
ONT Duplex,skew10,9597,400,asm10,kmerCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9597,400,asm10,miniCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9798,40,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9798,40,asm10,kmerCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9798,40,asm10,miniCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9798,60,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9798,60,asm10,kmerCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9798,60,asm10,miniCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9798,80,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9798,80,asm10,kmerCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9798,80,asm10,miniCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9798,100,asm10,isoCon,100,0,100,0,100,0,8,100
ONT Duplex,skew10,9798,100,asm10,kmerCon,100,0,100,0,100,0,8,100
ONT Duplex,skew10,9798,100,asm10,miniCon,100,0,100,0,100,0,7,100
ONT Duplex,skew10,9798,200,asm10,isoCon,100,0.01,99.99,0.02,99.99,0.02,22,100
ONT Duplex,skew10,9798,200,asm10,kmerCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9798,200,asm10,miniCon,99.94,0.26,99.99,0.04,100,0,20,100
ONT Duplex,skew10,9798,400,asm10,isoCon,99.99,0.02,99.98,0.03,99.98,0.03,26,100
ONT Duplex,skew10,9798,400,asm10,kmerCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9798,400,asm10,miniCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9899,40,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,40,asm10,kmerCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,40,asm10,miniCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,60,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,60,asm10,kmerCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,60,asm10,miniCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,80,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,80,asm10,kmerCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,80,asm10,miniCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,9899,100,asm10,isoCon,100,0,99.99,0.03,99.99,0.03,6,100
ONT Duplex,skew10,9899,100,asm10,kmerCon,100,0,100,0,100,0,5,100
ONT Duplex,skew10,9899,100,asm10,miniCon,100,0,100,0,100,0,5,100
ONT Duplex,skew10,9899,200,asm10,isoCon,99.99,0.02,99.99,0.02,99.99,0.02,22,100
ONT Duplex,skew10,9899,200,asm10,kmerCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9899,200,asm10,miniCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9899,400,asm10,isoCon,99.99,0.02,99.99,0.03,99.99,0.03,25,100
ONT Duplex,skew10,9899,400,asm10,kmerCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,9899,400,asm10,miniCon,100,0,100,0,100,0,20,100
ONT Duplex,skew10,99100,40,asm10,isoCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,99100,40,asm10,kmerCon,100,0,100,0,100,0,2,100
ONT Duplex,skew10,99100,40,asm10,miniCon,100,0,100,0,100,0,2,100
ONT Duplex,skew10,99100,60,asm10,isoCon,99.99,0.03,99.99,0.03,99.99,0.03,5,100
ONT Duplex,skew10,99100,60,asm10,kmerCon,100,0,100,0,100,0,2,100
ONT Duplex,skew10,99100,60,asm10,miniCon,100,0,100,0,100,0,2,100
ONT Duplex,skew10,99100,80,asm10,isoCon,100,0,99.99,0.02,99.99,0.02,8,100
ONT Duplex,skew10,99100,80,asm10,kmerCon,100,0,100,0,100,0,3,100
ONT Duplex,skew10,99100,80,asm10,miniCon,100,0,100,0,100,0,3,100
ONT Duplex,skew10,99100,100,asm10,isoCon,100,0,100,0,100,0,9,100
ONT Duplex,skew10,99100,100,asm10,kmerCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,99100,100,asm10,miniCon,100,0,100,0,100,0,4,100
ONT Duplex,skew10,99100,200,asm10,isoCon,100,0.01,99.99,0.02,99.99,0.02,22,100
ONT Duplex,skew10,99100,200,asm10,kmerCon,100,0,100,0,100,0,6,100
ONT Duplex,skew10,99100,200,asm10,miniCon,100,0,100,0,100,0,6,100
ONT Duplex,skew10,99100,400,asm10,isoCon,99.99,0.03,99.99,0.03,99.99,0.03,27,100
ONT Duplex,skew10,99100,400,asm10,kmerCon,100,0,100,0,100,0,8,100
ONT Duplex,skew10,99100,400,asm10,miniCon,100,0,100,0,100,0,8,100
PacBio CCS,even10,9095,40,asm10,isoCon,100,0,100,0,100,0,8,100
PacBio CCS,even10,9095,40,asm10,kmerCon,100,0,100,0,100,0,8,100
PacBio CCS,even10,9095,40,asm10,miniCon,99.89,0.32,99.98,0.05,100,0,8,100
PacBio CCS,even10,9095,60,asm10,isoCon,100,0,100,0,100,0,16,100
PacBio CCS,even10,9095,60,asm10,kmerCon,100,0,100,0,100,0,16,100
PacBio CCS,even10,9095,60,asm10,miniCon,99.82,0.41,99.75,0.5,100,0,16,100
PacBio CCS,even10,9095,80,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,80,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,80,asm10,miniCon,99.86,0.37,99.84,0.44,100,0,20,100
PacBio CCS,even10,9095,100,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,100,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,100,asm10,miniCon,99.96,0.19,99.92,0.37,100,0,20,100
PacBio CCS,even10,9095,200,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,200,asm10,kmerCon,99.93,0.32,99.99,0.06,100,0,20,100
PacBio CCS,even10,9095,200,asm10,miniCon,99.83,0.43,99.89,0.38,100,0,20,100
PacBio CCS,even10,9095,400,asm10,isoCon,100,0,100,0.01,100,0.01,21,100
PacBio CCS,even10,9095,400,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9095,400,asm10,miniCon,99.81,0.47,99.98,0.1,100,0,20,100
PacBio CCS,even10,9597,40,asm10,isoCon,100,0,100,0,100,0,7,100
PacBio CCS,even10,9597,40,asm10,kmerCon,99.8,0.54,99.93,0.17,100,0,7,100
PacBio CCS,even10,9597,40,asm10,miniCon,99.9,0.27,99.76,0.44,100,0,7,100
PacBio CCS,even10,9597,60,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9597,60,asm10,kmerCon,99.88,0.37,99.97,0.11,100,0,20,100
PacBio CCS,even10,9597,60,asm10,miniCon,100,0,99.97,0.13,100,0,20,100
PacBio CCS,even10,9597,80,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9597,80,asm10,kmerCon,99.93,0.32,99.98,0.1,100,0,20,100
PacBio CCS,even10,9597,80,asm10,miniCon,99.93,0.32,99.93,0.21,100,0,20,100
PacBio CCS,even10,9597,100,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9597,100,asm10,kmerCon,99.88,0.37,99.97,0.11,100,0,20,100
PacBio CCS,even10,9597,100,asm10,miniCon,99.93,0.32,99.96,0.18,100,0,20,100
PacBio CCS,even10,9597,200,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9597,200,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9597,200,asm10,miniCon,99.87,0.39,99.95,0.18,100,0,20,100
PacBio CCS,even10,9597,400,asm10,isoCon,100,0,100,0.01,100,0.01,21,100
PacBio CCS,even10,9597,400,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9597,400,asm10,miniCon,99.87,0.39,99.95,0.18,100,0,20,100
PacBio CCS,even10,9798,40,asm10,isoCon,100,0,100,0,100,0,7,100
PacBio CCS,even10,9798,40,asm10,kmerCon,100,0,100,0,100,0,7,100
PacBio CCS,even10,9798,40,asm10,miniCon,100,0,100,0,100,0,7,100
PacBio CCS,even10,9798,60,asm10,isoCon,100,0,100,0,100,0,19,100
PacBio CCS,even10,9798,60,asm10,kmerCon,100,0,100,0,100,0,19,100
PacBio CCS,even10,9798,60,asm10,miniCon,99.95,0.21,99.89,0.45,100,0,19,100
PacBio CCS,even10,9798,80,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,80,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,80,asm10,miniCon,100,0,99.9,0.44,100,0,20,100
PacBio CCS,even10,9798,100,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,100,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,100,asm10,miniCon,99.86,0.44,99.92,0.24,100,0,20,100
PacBio CCS,even10,9798,200,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,200,asm10,kmerCon,99.95,0.2,99.99,0.03,100,0,20,100
PacBio CCS,even10,9798,200,asm10,miniCon,99.82,0.43,99.79,0.47,100,0,20,100
PacBio CCS,even10,9798,400,asm10,isoCon,100,0,99.99,0.02,99.99,0.02,22,100
PacBio CCS,even10,9798,400,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9798,400,asm10,miniCon,99.94,0.25,99.91,0.4,100,0,20,100
PacBio CCS,even10,9899,40,asm10,isoCon,100,0,100,0,100,0,6,100
PacBio CCS,even10,9899,40,asm10,kmerCon,100,0,100,0,100,0,6,100
PacBio CCS,even10,9899,40,asm10,miniCon,100,0,100,0,100,0,6,100
PacBio CCS,even10,9899,60,asm10,isoCon,100,0,100,0,100,0,18,100
PacBio CCS,even10,9899,60,asm10,kmerCon,99.94,0.26,99.99,0.03,100,0,18,100
PacBio CCS,even10,9899,60,asm10,miniCon,99.86,0.41,99.92,0.23,100,0,18,100
PacBio CCS,even10,9899,80,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,80,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,80,asm10,miniCon,99.87,0.39,99.92,0.21,100,0,20,100
PacBio CCS,even10,9899,100,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,100,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,100,asm10,miniCon,99.83,0.43,99.92,0.21,100,0,20,100
PacBio CCS,even10,9899,200,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,200,asm10,kmerCon,99.93,0.32,99.98,0.1,100,0,20,100
PacBio CCS,even10,9899,200,asm10,miniCon,99.67,0.6,99.66,0.8,100,0,20,100
PacBio CCS,even10,9899,400,asm10,isoCon,100,0,100,0.01,100,0.01,21,100
PacBio CCS,even10,9899,400,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,9899,400,asm10,miniCon,99.93,0.32,99.98,0.1,100,0,20,100
PacBio CCS,even10,99100,40,asm10,isoCon,100,0,100,0,100,0,5,100
PacBio CCS,even10,99100,40,asm10,kmerCon,99.96,0.04,99.96,0.04,99.96,0.04,3,100
PacBio CCS,even10,99100,40,asm10,miniCon,99.96,0.04,99.96,0.04,99.96,0.04,3,100
PacBio CCS,even10,99100,60,asm10,isoCon,100,0,100,0,100,0,19,100
PacBio CCS,even10,99100,60,asm10,kmerCon,99.74,0.58,99.85,0.31,99.98,0.03,6,100
PacBio CCS,even10,99100,60,asm10,miniCon,99.98,0.03,99.98,0.03,99.98,0.03,6,100
PacBio CCS,even10,99100,80,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,99100,80,asm10,kmerCon,99.98,0.03,99.98,0.03,99.98,0.03,6,100
PacBio CCS,even10,99100,80,asm10,miniCon,99.5,0.75,99.77,0.35,99.98,0.03,6,100
PacBio CCS,even10,99100,100,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,99100,100,asm10,kmerCon,99.98,0.03,99.98,0.03,99.98,0.03,8,100
PacBio CCS,even10,99100,100,asm10,miniCon,99.63,0.67,99.83,0.32,99.98,0.03,8,100
PacBio CCS,even10,99100,200,asm10,isoCon,100,0,100,0,100,0,20,100
PacBio CCS,even10,99100,200,asm10,kmerCon,99.83,0.45,99.89,0.24,99.97,0.03,10,100
PacBio CCS,even10,99100,200,asm10,miniCon,99.69,0.61,99.85,0.28,99.97,0.03,10,100
PacBio CCS,even10,99100,400,asm10,isoCon,100,0,99.98,0.03,99.98,0.03,26,100
PacBio CCS,even10,99100,400,asm10,kmerCon,99.9,0.37,99.94,0.2,100,0.02,15,100
PacBio CCS,even10,99100,400,asm10,miniCon,99.8,0.5,99.89,0.28,100,0.02,15,100
PacBio CCS,skew10,9095,40,asm10,isoCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9095,40,asm10,kmerCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9095,40,asm10,miniCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9095,60,asm10,isoCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9095,60,asm10,kmerCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9095,60,asm10,miniCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9095,80,asm10,isoCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9095,80,asm10,kmerCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9095,80,asm10,miniCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9095,100,asm10,isoCon,100,0,100,0,100,0,6,100
PacBio CCS,skew10,9095,100,asm10,kmerCon,100,0,100,0,100,0,6,100
PacBio CCS,skew10,9095,100,asm10,miniCon,100,0,100,0,100,0,6,100
PacBio CCS,skew10,9095,200,asm10,isoCon,100,0,99.98,0.03,99.98,0.03,29,100
PacBio CCS,skew10,9095,200,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,skew10,9095,200,asm10,miniCon,99.87,0.39,99.89,0.28,100,0,20,100
PacBio CCS,skew10,9095,400,asm10,isoCon,99.98,0.12,99.95,0.12,99.96,0.03,46,100
PacBio CCS,skew10,9095,400,asm10,kmerCon,100,0,100,0,100,0,21,100
PacBio CCS,skew10,9095,400,asm10,miniCon,99.74,0.55,99.85,0.32,100,0,21,100
PacBio CCS,skew10,9597,40,asm10,isoCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9597,40,asm10,kmerCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9597,40,asm10,miniCon,99.28,0.83,99.69,0.38,100,0,4,100
PacBio CCS,skew10,9597,60,asm10,isoCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9597,60,asm10,kmerCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9597,60,asm10,miniCon,99,0.68,99.41,0.48,100,0,4,100
PacBio CCS,skew10,9597,80,asm10,isoCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9597,80,asm10,kmerCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9597,80,asm10,miniCon,99,0.68,99.41,0.48,100,0,4,100
PacBio CCS,skew10,9597,100,asm10,isoCon,100,0,100,0,100,0,6,100
PacBio CCS,skew10,9597,100,asm10,kmerCon,100,0,100,0,100,0,6,100
PacBio CCS,skew10,9597,100,asm10,miniCon,99.34,0.74,99.61,0.48,100,0,6,100
PacBio CCS,skew10,9597,200,asm10,isoCon,100,0,99.98,0.03,99.98,0.03,28,100
PacBio CCS,skew10,9597,200,asm10,kmerCon,99.93,0.32,100,0,100,0,20,100
PacBio CCS,skew10,9597,200,asm10,miniCon,99.74,0.53,99.76,0.53,100,0,20,100
PacBio CCS,skew10,9597,400,asm10,isoCon,99.97,0.13,99.94,0.14,99.97,0.03,49,100
PacBio CCS,skew10,9597,400,asm10,kmerCon,100,0.01,100,0,100,0.01,21,100
PacBio CCS,skew10,9597,400,asm10,miniCon,99.93,0.31,99.88,0.45,100,0.01,21,100
PacBio CCS,skew10,9798,40,asm10,isoCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9798,40,asm10,kmerCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9798,40,asm10,miniCon,99.72,0.56,99.72,0.56,100,0,4,100
PacBio CCS,skew10,9798,60,asm10,isoCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9798,60,asm10,kmerCon,100,0,100,0,100,0,4,100
