benchmark,profile,id,depth,asm,consensus,qcov:mean,qcov:sd,tcov:mean,tcov:sd,alnid:mean,alnid:sd,n,pct:alnid >=99
PacBio CCS,skew10,9597,80,asm10,kmerCon,99.78,0.46,99.88,0.25,99.94,0.2,15,100
PacBio CCS,skew10,9597,80,asm10,miniCon,99.59,0.62,99.75,0.38,99.94,0.2,15,100
PacBio CCS,skew10,9597,100,asm10,isoCon,100,0,99.98,0.03,99.98,0.03,21,100
PacBio CCS,skew10,9597,100,asm10,kmerCon,99.91,0.39,99.95,0.23,99.99,0.06,19,100
PacBio CCS,skew10,9597,100,asm10,miniCon,99.55,0.69,99.78,0.37,99.99,0.06,19,100
PacBio CCS,skew10,9597,200,asm10,isoCon,99.98,0.13,99.95,0.14,99.97,0.03,37,100
PacBio CCS,skew10,9597,200,asm10,kmerCon,99.93,0.31,99.94,0.17,100,0,20,100
PacBio CCS,skew10,9597,200,asm10,miniCon,99.75,0.53,99.86,0.32,100,0,20,100
PacBio CCS,skew10,9597,400,asm10,isoCon,99.97,0.15,99.92,0.16,99.96,0.03,64,100
PacBio CCS,skew10,9597,400,asm10,kmerCon,99.86,0.43,99.93,0.21,100,0,20,100
PacBio CCS,skew10,9597,400,asm10,miniCon,99.93,0.32,99.98,0.1,100,0,20,100
PacBio CCS,skew10,9798,40,asm10,isoCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9798,60,asm10,isoCon,100,0,100,0,100,0,12,100
PacBio CCS,skew10,9798,60,asm10,kmerCon,99.89,0.26,99.88,0.24,99.86,0.29,12,100
PacBio CCS,skew10,9798,60,asm10,miniCon,99.68,0.61,99.74,0.43,99.86,0.3,12,100
PacBio CCS,skew10,9798,80,asm10,isoCon,100,0,100,0,100,0,15,100
PacBio CCS,skew10,9798,80,asm10,kmerCon,99.84,0.44,99.97,0.11,100,0,17,100
PacBio CCS,skew10,9798,80,asm10,miniCon,99.93,0.27,99.93,0.27,100,0,17,100
PacBio CCS,skew10,9798,100,asm10,isoCon,100,0,99.99,0.02,99.99,0.02,19,100
PacBio CCS,skew10,9798,100,asm10,kmerCon,99.93,0.32,99.98,0.1,100,0,20,100
PacBio CCS,skew10,9798,100,asm10,miniCon,99.8,0.49,99.9,0.28,100,0,20,100
PacBio CCS,skew10,9798,200,asm10,isoCon,99.98,0.13,99.95,0.14,99.97,0.03,36,100
PacBio CCS,skew10,9798,200,asm10,kmerCon,99.93,0.32,99.98,0.1,100,0,20,100
PacBio CCS,skew10,9798,200,asm10,miniCon,99.86,0.44,99.94,0.2,100,0,20,100
PacBio CCS,skew10,9798,400,asm10,isoCon,99.98,0.12,99.93,0.12,99.96,0.03,67,100
PacBio CCS,skew10,9798,400,asm10,kmerCon,99.87,0.39,99.97,0.11,100,0,20,100
PacBio CCS,skew10,9798,400,asm10,miniCon,99.81,0.47,99.9,0.28,100,0,20,100
PacBio CCS,skew10,9899,40,asm10,isoCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,9899,40,asm10,kmerCon,99.78,0.49,99.96,0.09,100,0,5,100
PacBio CCS,skew10,9899,40,asm10,miniCon,99.82,0.41,99.97,0.06,100,0,5,100
PacBio CCS,skew10,9899,60,asm10,isoCon,100,0,100,0,100,0,9,100
PacBio CCS,skew10,9899,60,asm10,kmerCon,99.88,0.37,99.98,0.07,100,0,9,100
PacBio CCS,skew10,9899,60,asm10,miniCon,99.9,0.3,99.99,0.04,100,0,9,100
PacBio CCS,skew10,9899,80,asm10,isoCon,100,0,100,0.02,100,0.02,18,100
PacBio CCS,skew10,9899,80,asm10,kmerCon,99.95,0.22,99.99,0.03,100,0,17,100
PacBio CCS,skew10,9899,80,asm10,miniCon,99.86,0.4,99.97,0.11,100,0,17,100
PacBio CCS,skew10,9899,100,asm10,isoCon,100,0,100,0.02,100,0.02,19,100
PacBio CCS,skew10,9899,100,asm10,kmerCon,99.94,0.26,99.99,0.05,100,0,18,100
PacBio CCS,skew10,9899,100,asm10,miniCon,99.87,0.39,99.97,0.11,100,0,18,100
PacBio CCS,skew10,9899,200,asm10,isoCon,100,0,99.98,0.03,99.98,0.03,32,100
PacBio CCS,skew10,9899,200,asm10,kmerCon,100,0,100,0,100,0,20,100
PacBio CCS,skew10,9899,200,asm10,miniCon,99.89,0.36,99.95,0.14,100,0,20,100
PacBio CCS,skew10,9899,400,asm10,isoCon,100,0,99.96,0.03,99.96,0.03,58,100
PacBio CCS,skew10,9899,400,asm10,kmerCon,99.94,0.25,99.99,0.04,100,0,20,100
PacBio CCS,skew10,9899,400,asm10,miniCon,99.84,0.4,99.95,0.14,100,0,20,100
PacBio CCS,skew10,99100,40,asm10,isoCon,99.99,0.03,99.99,0.03,99.99,0.03,5,100
PacBio CCS,skew10,99100,40,asm10,kmerCon,99.93,0.13,99.93,0.13,99.92,0.16,4,100
PacBio CCS,skew10,99100,40,asm10,miniCon,99.71,0.43,99.9,0.13,99.92,0.16,4,100
PacBio CCS,skew10,99100,60,asm10,isoCon,99.99,0.02,99.99,0.02,99.99,0.02,10,100
PacBio CCS,skew10,99100,60,asm10,kmerCon,100,0,100,0,100,0,4,100
PacBio CCS,skew10,99100,60,asm10,miniCon,100,0,99.77,0.46,100,0,4,100
PacBio CCS,skew10,99100,80,asm10,isoCon,100,0,100,0.02,100,0.02,15,100
PacBio CCS,skew10,99100,80,asm10,kmerCon,99.78,0.49,99.97,0.06,100,0,5,100
PacBio CCS,skew10,99100,80,asm10,miniCon,100,0,99.82,0.41,100,0,5,100
PacBio CCS,skew10,99100,100,asm10,isoCon,100,0,99.99,0.02,99.99,0.02,20,100
PacBio CCS,skew10,99100,100,asm10,kmerCon,99.99,0.02,99.99,0.02,99.99,0.02,7,100
PacBio CCS,skew10,99100,100,asm10,miniCon,99.63,0.64,99.86,0.29,99.99,0.02,7,100
PacBio CCS,skew10,99100,200,asm10,isoCon,100,0,99.97,0.03,99.97,0.03,36,100
PacBio CCS,skew10,99100,200,asm10,kmerCon,99.99,0.02,99.99,0.02,99.99,0.02,7,100
PacBio CCS,skew10,99100,200,asm10,miniCon,99.63,0.64,99.86,0.29,99.99,0.02,7,100
PacBio CCS,skew10,99100,400,asm10,isoCon,99.99,0.1,99.94,0.11,99.96,0.03,63,100
PacBio CCS,skew10,99100,400,asm10,kmerCon,99.99,0.03,99.99,0.03,99.99,0.03,9,100
PacBio CCS,skew10,99100,400,asm10,miniCon,99.59,0.62,99.67,0.69,99.99,0.03,9,100
