#OTU ID	SRR14307903	SRR14307904	SRR14307905	SRR14307906	SRR14307907	SRR14307908	SRR14307909	SRR14307914	SRR14307923	SRR14307924	SRR14307925	SRR14307926
OTU_222	0	0	0	0	0	0	0	0	0	81	0	0
OTU_223	0	0	0	0	0	0	0	0	0	0	0	29
OTU_224	0	0	0	0	0	0	0	0	0	131	0	0
OTU_225	0	0	89	0	0	0	0	0	0	0	0	0
OTU_226	0	0	0	0	0	0	0	0	0	88	0	0
OTU_227	0	0	0	0	0	0	0	0	0	45	0	0
OTU_228	0	0	0	0	0	0	0	0	0	40	0	0
OTU_229	0	0	0	0	0	0	0	0	0	42	0	0
OTU_230	0	0	0	0	0	0	0	0	0	23	0	0
OTU_231	0	0	0	0	0	0	0	0	52	0	0	0
OTU_232	0	0	0	1029	231	0	0	811	0	0	653	0
OTU_233	0	0	0	0	0	0	84	0	0	0	0	0
OTU_234	0	0	0	0	0	0	0	0	0	714	0	0
OTU_235	0	0	0	0	0	0	0	0	0	3814	0	0
OTU_236	0	0	0	0	0	0	0	0	0	1798	0	0
OTU_237	0	0	0	0	0	0	0	0	0	651	0	0
OTU_238	0	24	0	0	0	0	0	0	0	0	0	0
OTU_239	0	0	0	0	0	0	0	0	0	2485	0	0
OTU_240	494	13153	0	0	0	0	0	0	0	947	0	0
OTU_241	0	0	0	0	216	0	0	260	0	0	38	0
OTU_242	0	0	0	0	0	0	92	0	0	0	0	0
OTU_243	0	0	0	108	81	0	147405	0	146	0	54	0
OTU_244	0	0	2764	0	3332	644	0	3546	0	0	2598	0
OTU_245	0	0	0	0	0	0	0	0	0	211	0	0
OTU_246	0	0	0	0	0	0	0	0	0	1114	0	0
OTU_247	0	0	0	0	0	0	0	0	0	0	18	0
OTU_248	0	0	0	0	0	0	0	0	0	36	0	0
OTU_249	0	61	0	0	0	0	0	0	0	0	0	0
OTU_250	0	0	0	0	0	0	0	0	0	50	0	0
OTU_251	0	0	0	0	0	0	0	0	0	42	0	0
OTU_252	0	0	0	0	0	0	0	0	0	115	0	0
OTU_253	0	0	0	0	21	0	0	0	0	0	0	0
OTU_254	0	0	0	0	0	0	0	0	0	97	0	0
OTU_255	0	0	0	0	0	0	0	0	0	27	0	0
OTU_256	0	33	0	14	0	0	0	0	43	0	22	96
OTU_257	0	0	0	0	0	0	0	0	0	23	0	0
OTU_258	0	0	0	0	0	0	0	0	41	0	0	0
OTU_259	0	56	0	0	0	0	0	0	0	59	0	0
OTU_260	0	32	0	0	0	0	0	0	0	0	0	0
OTU_261	0	0	0	0	0	22	0	0	0	0	0	0
OTU_262	0	0	0	0	0	0	0	0	0	61	0	0
OTU_263	0	0	0	0	0	0	0	0	0	170	0	0
OTU_264	0	0	381	0	0	0	0	0	0	0	0	0
OTU_265	0	0	0	0	0	0	0	0	34	0	0	0
OTU_266	0	0	0	0	0	0	0	0	0	806	0	0
OTU_267	0	38	0	0	0	0	0	0	0	0	0	0
OTU_268	0	0	0	0	0	0	0	0	0	5406	0	0
OTU_269	0	0	0	20	0	0	0	0	0	0	0	0
OTU_270	0	0	0	0	0	0	0	0	0	73	0	0
OTU_271	0	0	0	0	0	0	0	36	0	0	0	0
OTU_272	0	0	0	0	0	0	0	0	0	2545	0	0
OTU_273	27	0	0	0	0	0	0	0	0	0	0	0
OTU_274	0	0	0	0	0	0	0	0	0	29	0	0
OTU_275	82	1731	0	0	0	0	0	0	0	181	0	0
OTU_276	0	0	0	13	0	0	0	0	0	0	0	0
OTU_277	1046	12362	349	0	0	0	0	0	528	4258	60	0
OTU_278	0	0	0	0	0	0	50	0	0	0	0	0
OTU_279	0	0	0	58	0	0	0	0	0	0	0	0
OTU_280	0	464	0	0	0	0	0	0	0	0	0	0
OTU_281	0	0	0	0	0	0	0	0	0	2764	0	0
OTU_282	0	0	0	0	0	0	364	0	0	0	56	0
OTU_283	0	0	0	0	0	0	0	0	0	84	0	0
OTU_284	0	0	0	19	0	0	0	0	0	0	0	0
OTU_285	0	0	0	0	0	0	0	0	0	249	0	0
OTU_286	0	0	0	0	0	0	0	0	0	28	0	0
OTU_287	0	0	0	0	0	0	0	0	0	84	0	0
OTU_288	0	0	0	0	0	0	0	0	0	14	0	0
OTU_289	0	0	0	0	26	0	0	57	0	0	0	0
OTU_290	0	68	0	0	0	0	0	0	0	0	0	0
OTU_291	0	0	0	0	0	0	0	0	0	826	0	0
OTU_292	0	0	0	0	0	0	0	0	0	0	34	0
OTU_293	0	0	0	0	0	0	0	0	24	0	0	0
OTU_294	0	0	0	0	0	0	0	0	0	56	0	0
OTU_295	0	0	0	0	0	0	0	0	0	64	0	0
OTU_296	0	329	0	0	0	0	0	0	154	0	0	0
OTU_297	0	0	0	0	0	0	0	0	0	162	0	0
OTU_298	0	0	0	0	0	0	0	0	0	22	0	0
OTU_299	0	0	0	58	0	0	0	0	0	0	0	0
OTU_300	0	0	0	0	0	0	0	0	50	0	0	0
OTU_301	0	0	0	0	0	0	0	0	32	0	0	0
OTU_302	0	0	0	0	0	0	0	0	0	39	0	0
OTU_303	0	0	0	0	0	0	0	0	30	0	59	17
OTU_304	0	0	0	0	0	0	0	0	0	50	0	0
OTU_305	0	14	0	0	0	0	0	0	0	0	0	0
OTU_306	0	36	0	0	0	0	0	0	0	0	0	0
OTU_307	0	0	0	0	0	0	0	0	0	30	0	0
OTU_308	0	0	0	0	0	0	0	0	0	98	0	0
OTU_309	0	0	0	0	0	0	0	0	0	42	0	0
OTU_310	0	0	0	0	23	0	0	0	0	0	0	0
OTU_311	0	0	0	0	0	0	86	0	0	0	0	0
OTU_312	0	0	0	0	81	0	0	0	0	0	0	0
OTU_313	0	0	0	39	0	0	0	0	0	0	0	0
OTU_314	0	102	0	0	0	0	0	0	0	0	0	0
OTU_315	0	0	0	94	0	0	0	0	0	0	0	0
OTU_316	0	31	0	0	0	0	0	0	0	0	0	0
OTU_317	0	0	0	0	0	0	0	0	0	15	0	0
OTU_318	0	111	0	0	0	0	0	0	0	0	0	0
OTU_319	0	0	33	0	0	0	0	0	0	0	0	0
OTU_320	0	0	0	0	0	0	48	0	0	0	0	0
OTU_321	0	0	0	0	0	0	0	0	0	35	0	0
OTU_322	0	0	0	0	0	0	0	0	0	17639	0	0
OTU_323	0	0	110	0	0	0	0	0	0	0	0	0
OTU_324	0	0	0	0	0	0	0	0	0	110	0	0
OTU_325	0	13	0	0	0	0	0	0	0	174	0	0
OTU_326	1108	2261	0	0	0	0	0	0	1915	60	0	0
OTU_327	0	0	339	1075	0	0	0	0	0	0	0	130
OTU_328	0	0	0	0	0	0	0	0	0	20	0	0
OTU_329	0	0	0	0	0	0	0	0	0	30	0	0
OTU_330	0	0	0	0	0	0	22	0	0	0	0	0
OTU_331	0	0	0	0	0	0	74	0	0	0	0	0
OTU_332	0	0	0	0	0	0	0	0	0	24	0	0
OTU_333	0	0	0	0	0	0	0	0	0	1230	0	0
OTU_334	0	0	0	0	0	0	0	0	0	1448	0	0
OTU_335	0	0	0	0	0	0	0	0	112	0	0	0
OTU_336	0	0	0	0	0	0	0	21	0	0	0	0
OTU_337	0	0	0	0	0	0	0	0	0	30	0	0
OTU_338	0	0	0	0	0	0	0	0	0	75	0	0
OTU_339	0	93	0	0	0	0	0	0	0	0	0	0
OTU_340	0	0	0	0	0	0	0	0	0	14	0	0
OTU_341	0	30	0	0	0	0	0	0	0	0	0	0
OTU_342	0	0	0	0	0	0	0	0	0	81	0	0
OTU_343	0	0	0	0	0	0	0	0	38	0	0	0
OTU_344	0	0	0	0	0	0	0	0	0	73	0	0
OTU_345	0	0	0	0	0	0	0	0	0	23	0	0
OTU_346	0	0	0	16	0	0	0	0	24	0	0	0
OTU_347	0	0	0	0	0	0	0	0	0	91	0	0
OTU_348	0	0	0	0	0	0	0	0	0	76	0	0
OTU_349	0	0	0	0	0	0	0	0	0	87	0	0
OTU_350	0	0	0	0	0	0	0	0	0	29	0	0
OTU_351	0	0	0	0	0	0	52	0	0	0	0	0
OTU_352	0	0	19	0	0	0	0	0	0	0	0	0
OTU_353	0	789	0	0	0	0	0	0	0	1843	0	0
OTU_354	0	775	0	0	0	0	0	0	38	816	0	0
OTU_355	47	0	80	1288	0	0	0	0	334	102	0	114
OTU_356	187	438	0	156	0	0	0	0	390	40	0	0
OTU_357	0	0	0	0	0	0	4771	0	0	0	0	0
OTU_358	0	0	0	0	0	0	0	41	0	0	0	0
OTU_359	0	0	0	0	0	0	0	0	73	0	0	0
OTU_360	0	135	0	0	0	0	0	0	0	0	0	0
OTU_361	0	0	0	0	29	0	0	0	0	0	0	0
OTU_362	0	0	0	0	0	0	0	0	0	64	0	0
OTU_363	0	0	62	0	0	0	0	0	0	0	0	0
OTU_364	0	19	0	0	0	0	0	0	0	0	0	0
OTU_365	0	0	0	0	0	0	0	0	0	52	0	0
OTU_366	0	87	0	0	0	0	0	0	0	0	0	0
OTU_367	0	0	0	0	0	0	0	0	0	48	0	0
OTU_368	0	0	0	0	52	0	0	0	0	0	0	0
OTU_369	0	0	0	0	0	0	0	0	0	44	0	0
OTU_370	0	0	0	0	0	0	0	0	177	0	219	28
OTU_371	0	0	251	0	0	0	0	0	0	0	0	0
OTU_372	0	0	0	0	0	0	0	0	0	202	0	0
OTU_373	0	78	0	18	0	0	0	0	18	460	0	0
OTU_374	0	0	209	0	0	0	0	0	0	0	0	0
OTU_375	0	0	0	0	0	233	0	57	0	0	356	0
OTU_376	0	0	0	0	0	0	0	0	0	46	0	0
OTU_377	0	0	0	0	0	0	41	0	0	0	0	0
OTU_378	0	0	0	26	0	0	0	0	0	0	0	0
OTU_379	0	0	0	0	10	0	0	0	0	0	0	0
OTU_380	0	29	0	0	0	0	0	0	0	0	0	0
OTU_381	0	0	0	0	0	0	0	0	0	24	0	0
OTU_382	0	66	0	0	0	0	0	0	0	0	0	0
OTU_383	0	0	0	0	0	0	0	20	0	0	0	0
OTU_384	0	0	0	0	0	0	0	0	0	117	0	0
OTU_385	0	0	0	0	0	0	0	0	0	134	0	0
OTU_386	19	0	0	0	0	0	0	0	0	0	0	0
OTU_387	0	0	0	0	0	0	0	0	0	41	0	0
OTU_388	96	0	0	0	0	0	0	0	0	0	0	0
OTU_389	33	11	0	0	0	0	0	0	0	0	0	0
OTU_390	0	0	0	0	0	0	178	0	0	0	0	0
OTU_391	0	0	0	0	424	0	0	0	0	0	0	0
OTU_392	0	0	0	0	0	0	0	0	0	0	13	0
OTU_393	0	0	0	0	0	0	0	0	0	21	0	0
OTU_394	0	0	0	0	0	0	0	0	0	114	0	0
OTU_395	0	0	0	112	0	0	0	0	0	0	0	0
OTU_396	0	0	0	81	0	0	0	0	0	0	0	0
OTU_397	0	0	0	0	0	0	0	0	0	24	0	0
OTU_398	0	56	0	0	0	0	0	0	0	0	0	0
OTU_399	0	85	0	0	0	0	0	0	0	0	0	0
OTU_400	0	0	0	0	0	0	0	0	0	71	0	0
OTU_401	0	72	0	0	0	0	0	0	0	1300	0	0
OTU_402	0	87	0	0	0	0	0	0	0	0	0	0
OTU_403	0	0	0	0	0	0	0	0	0	100	0	0
OTU_404	0	0	39	0	0	0	0	0	0	0	0	0
OTU_405	0	0	0	63	0	0	0	0	180	0	0	0
OTU_406	0	0	0	0	0	0	19	0	0	0	0	0
OTU_407	0	0	0	0	0	0	54	0	0	0	0	0
OTU_408	268	426	0	0	0	0	0	0	218	0	0	0
OTU_409	0	0	0	0	0	0	179	0	0	0	0	0
OTU_410	0	0	0	22	0	0	0	0	0	0	0	0
OTU_411	0	0	0	0	0	0	0	0	0	44	0	0
OTU_412	0	0	0	0	0	0	0	28	0	0	0	0
OTU_413	0	0	0	0	0	0	0	0	0	33	0	0
OTU_414	0	0	0	0	0	0	0	0	0	56	0	0
OTU_415	0	0	0	0	0	0	258	0	0	0	0	0
OTU_416	0	0	0	0	0	0	0	0	0	55	0	0
OTU_417	0	0	0	0	0	0	0	0	0	23	0	0
OTU_418	0	0	0	0	0	0	0	0	74	0	0	0
OTU_419	0	0	0	0	0	0	0	0	58	0	0	0
OTU_420	0	0	0	102	0	0	0	0	0	0	0	0
OTU_421	0	0	0	0	0	0	0	0	0	149	0	0
OTU_422	0	0	0	0	0	0	0	0	98	0	0	54
OTU_423	0	0	0	0	0	0	0	0	0	0	132	0
OTU_424	0	0	0	0	0	0	34	0	0	0	0	0
OTU_425	0	0	0	0	0	0	0	0	37	0	0	0
OTU_426	0	0	0	0	0	0	0	0	0	20	0	0
OTU_427	0	0	0	0	0	0	0	0	0	41	0	0
OTU_428	0	69	0	0	0	0	0	0	0	0	0	0
OTU_429	0	0	0	0	0	0	35	0	0	0	0	0
OTU_430	0	0	0	0	0	0	0	0	0	126	0	0
OTU_431	0	0	0	0	0	0	158	0	0	0	0	0
OTU_432	0	0	0	0	24	0	0	0	0	0	0	0
OTU_433	0	0	0	0	0	67	0	0	0	0	0	0
OTU_434	0	0	0	0	0	0	0	0	0	70	0	0
OTU_435	0	0	0	3900	0	0	0	0	0	0	0	0
OTU_436	0	8236	0	0	0	0	0	0	408	4215	0	0
OTU_437	0	0	0	0	0	0	0	0	0	5162	0	0
OTU_438	0	0	0	0	0	0	0	0	0	52	0	0
OTU_439	3750	49124	1355	0	0	0	0	0	1992	21250	0	0
OTU_440	0	158	0	0	0	0	0	0	0	0	0	0
OTU_441	0	0	0	0	0	0	0	0	0	137	0	0
OTU_442	0	29	0	0	0	0	0	0	0	0	0	0
OTU_443	0	28	0	0	0	0	0	0	0	0	0	0
OTU_444	0	0	0	0	177	0	0	0	0	0	0	0
OTU_445	0	0	0	0	0	0	0	0	0	57	0	0
OTU_446	0	0	0	488	0	0	0	0	0	0	0	0
OTU_447	0	36	0	0	0	0	0	0	0	0	0	0
OTU_448	0	0	0	0	0	0	0	0	0	0	0	20
OTU_449	0	42	0	0	0	0	0	0	0	0	0	0
OTU_450	0	0	0	0	0	0	261	0	0	0	0	0
OTU_451	0	93	0	0	0	0	0	0	0	0	0	0
OTU_452	0	0	0	0	0	0	0	0	0	451	0	0
