#OTU ID	BRK01	BRK02	BRK05	BRK06	BRK09	BRK10	BRK13	BRK14	BRK17	BRK18	BRK21	BRK22	BRK25
OTU_1	13	31	1	1	0	0	0	0	0	0	0	0	0
OTU_2	23	61	4	3	0	2	2	0	0	0	0	0	0
OTU_3	5604	5493	5394	5773	5359	6442	2586	5218	4638	6769	1953	1832	0
OTU_4	41	35	59	59	41	48	18	20	58	39	42	21	0
OTU_5	2	1	2	1	1	0	0	0	1	0	0	2	0
OTU_6	88	84	110	53	110	31	33	79	68	127	27	6	0
OTU_7	7806	6213	10828	8819	10053	9475	4768	8725	9948	8567	3770	5813	1
OTU_8	233	180	316	332	265	289	146	254	272	252	126	92	0
OTU_9	90	193	6	18	3	8	1	4	1	2	2	1	0
OTU_10	18	14	9	10	13	7	5	12	15	14	9	7	0
OTU_11	230	410	19	33	6	16	5	15	2	5	2	3	0
OTU_12	5051	3945	6327	5912	6677	5838	2929	6164	5712	6116	2852	2953	1
OTU_13	15	29	0	3	0	2	0	0	0	0	0	0	0
OTU_14	32	34	18	33	32	25	8	24	26	25	24	45	0
OTU_15	140	243	6	28	6	7	2	4	3	5	0	0	0
OTU_16	55	147	9	17	3	5	1	3	1	1	1	0	0
OTU_17	7	9	1	0	0	0	0	1	1	0	1	0	0
OTU_18	1078	1035	1527	1393	1570	1802	1343	4525	1808	1513	944	815	0
OTU_19	203	390	24	38	7	19	4	12	3	6	4	1	0
OTU_20	12	6	0	23	6	32	0	0	0	0	39	0	0
OTU_21	3616	3502	3556	4373	3573	4274	1482	3771	3819	4686	2307	1680	0
OTU_22	5	16	0	1	0	0	0	0	0	0	0	0	0
OTU_23	18	34	1	5	0	1	3	3	1	0	0	1	0
OTU_24	9138	7816	11091	11065	11005	9634	4987	11194	10023	10275	4891	5741	1
OTU_25	4	11	0	0	0	0	0	0	0	0	0	0	0
OTU_26	12	51	4	4	0	3	0	2	0	1	0	0	0
OTU_27	21	67	0	2	0	1	1	4	0	0	0	0	0
OTU_28	143	265	11	22	3	16	2	14	4	3	2	1	0
OTU_29	10	28	0	2	1	0	0	0	1	0	0	0	0
OTU_30	10	13	7	21	15	14	8	12	25	13	4	8	0
OTU_31	230	158	348	275	388	303	175	414	224	262	163	74	0
OTU_32	258	504	14	49	7	22	4	8	9	8	4	8	0
OTU_33	4	12	1	2	0	1	0	0	0	0	0	0	0
OTU_34	57	172	6	20	0	7	0	4	0	0	1	0	0
OTU_35	5	8	0	0	0	0	0	0	0	0	0	1	0
OTU_36	148	131	185	142	161	133	108	177	118	136	47	46	0
OTU_37	351	612	28	56	21	27	8	15	2	6	7	2	0
OTU_38	4	7	0	2	0	3	0	0	0	0	0	0	0
OTU_39	52	130	6	15	4	7	0	2	2	2	1	0	0
OTU_40	28	74	1	2	0	3	1	1	0	1	0	1	0
OTU_41	70	133	3	7	5	9	1	4	1	0	1	0	0
OTU_42	20	18	28	26	20	19	8	18	22	20	6	18	0
OTU_43	1	1	0	0	0	0	0	0	0	0	0	53	0
OTU_44	175	141	235	219	271	163	127	230	219	164	199	163	0
OTU_45	137	300	16	28	6	12	7	7	2	8	0	1	0
OTU_46	20	27	21	30	25	27	9	17	25	26	8	13	0
OTU_47	4549	4382	4646	4592	4342	5137	2054	4124	4864	4302	2372	2276	0
OTU_48	103	142	56	47	60	85	31	30	24	9	24	1	0
OTU_49	392	290	501	488	495	448	310	603	351	323	235	223	0
OTU_50	4430	3611	4873	5152	6111	4548	1752	2378	6101	4909	3114	2643	0
OTU_51	101	240	8	22	2	9	2	11	2	2	2	0	0
OTU_52	16	50	1	4	0	1	0	0	0	1	1	0	0
OTU_53	259	361	15	33	4	16	10	13	3	3	1	3	0
OTU_54	252	228	157	210	219	267	81	127	197	181	244	44	0
OTU_55	10	9	10	20	13	12	3	8	8	13	3	2	0
OTU_56	134	172	171	166	208	158	59	116	90	108	57	104	0
OTU_57	208	413	16	39	7	15	4	10	4	4	3	2	0
OTU_58	1224	978	1290	1555	1037	1304	546	696	162	324	81	133	0
OTU_59	467	399	464	350	244	311	144	725	1054	1373	958	675	0
OTU_60	204	142	200	174	223	209	121	193	117	207	45	39	0
OTU_61	176	306	13	36	1	19	3	13	5	2	3	6	1
OTU_62	0	12	1	0	0	0	0	0	0	1	0	0	0
OTU_63	358	292	537	402	503	375	300	506	512	473	172	349	1
OTU_64	233	418	21	36	4	17	2	9	1	7	4	4	0
OTU_65	35	94	4	6	3	6	0	2	0	2	0	0	0
OTU_66	166	242	11	24	8	7	5	8	7	5	1	1	0
OTU_67	245	458	18	33	5	19	4	13	11	5	2	2	0
