1	>33aabc46-70ba-b0c3-b3f2-4d71676d267b	0.9635	M
1	>d042cddd-dffd-ad47-31ee-e1429de05f82	0.9631	M
1	>97867a1f-7522-95e2-3424-5e0ed9bb4010	0.9903	M
1	>61dd97f8-efc9-0b0f-37dc-6ef77bee6e6c	0.9859	M
1	>0aa168fc-7528-c81a-060b-37ad53fc88f3	0.9610	M
1	>97d0b0d0-4c30-3a2f-90ce-5a4a20ced8d0	0.9724	M
1	>84e431da-5ef0-0b51-1b6e-49d41910a97a	0.9730	M
1	>98b9d583-e019-4e35-92e4-c61a047da9ca	0.9529	M
1	>e7727e31-fd31-3529-b3fe-9d4a892fdd2c	0.9788	M
1	>fe40acc5-6f1f-a933-827e-22cea0883b81	0.9641	M
1	>47c35814-1d6e-652b-fe5b-bfe5493ee9ac	0.9803	M
1	>e7cb271a-737c-9b9c-50eb-1aed8894a4bb	0.9935	C
1	>59274cc7-76f3-a265-3f68-20abad2e24b0	0.9844	M
1	>3fa3cacc-ad21-9000-807d-c85ecdb58a5d	0.9816	M
1	>03e05452-507f-d8e8-66e9-e6243a1c3ae7	0.9672	M
1	>bb607b86-ffdc-46fc-293f-eec0df554ca7	0.9753	M
1	>807c8d00-a5e9-e7df-e4c8-d9e32d03d688	0.9480	E
1	>a7bf842f-572d-2643-8a69-9c25f97bae15	0.9778	M
1	>27b1261c-b0f8-5e66-ae1d-0c050dcc9ef5	0.9803	M
1	>d4684da4-ac9b-b0b6-0e7a-83f0c141b3b1	0.9387	E
1	>65ef5bc3-e9c7-fea8-a756-061f471d70d5	0.9806	M
1	>e83d29f8-0b33-686a-cb77-466e06930c75	0.9731	M
1	>0f59c1f6-2bda-9df7-c764-05ade061f2bd	0.9591	M
1	>094474e0-3163-097c-e3ff-edb25d6ecf27	0.9740	M
1	>470365ea-aefc-3dab-f130-bdfe73556293	0.9884	M
1	>9d951806-cdd5-5b58-0135-6e7df882021f	0.9794	M
1	>98d4533d-1b73-270e-61da-e9c2a619f620	0.9466	E
1	>8edc6b95-fca3-8f61-fc9e-09098dabfe91	0.9625	M
1	>00e4eb31-cd43-5b67-984d-4d61bd66b73a	0.9615	M
1	>6cad59a9-c4b5-00c2-a5be-c403004fb3e1	0.9758	M
