1	>8a558daf-3fd8-db15-78f3-284b92809340	0.9677	M
1	>4c5dd9a8-91ed-2b17-0844-be178805a5fe	0.9916	M
1	>c30b3573-f59f-cb28-c456-b4734b1fa2ec	0.9868	M
1	>7221fab0-c7be-5673-0d38-df6908ffcec4	0.9607	M
1	>2125cd52-240c-4a0d-9f13-8087a425388f	0.9846	M
1	>3149ce7c-8499-acb9-bbfc-da11c6ed8ee5	0.9918	M
1	>689e8441-331d-eeaf-7801-b9574b1582e4	0.9756	M
1	>96fdbdc9-d485-4be1-cb2d-0c89837a17c7	0.9782	M
1	>697f023e-7adf-aab4-8daa-51fd0a0954e7	0.9692	M
1	>72c82563-f3c0-c23e-b03a-bec9c96c56c9	0.9811	M
1	>389f1710-e856-219b-1662-edac8e734c0a	0.9887	M
1	>8f02da77-30a8-af66-a62e-0d55bae8fe0b	0.9828	M
1	>b92e50bb-bc99-6421-2d34-41dc6f5a95dd	0.9984	C
1	>8479af96-83a1-95ff-bd48-2daea6f91758	0.9709	M
1	>85e83513-101d-a928-a17d-8b42d16cd30c	0.9681	M
1	>26e3da65-f1ff-aab1-4f14-1149d42486d8	0.9768	M
1	>a98b3755-356d-21f2-e732-864f112d7b21	0.9515	M
1	>6381b84b-0b6c-5d44-1251-15ca2c925d5e	0.9548	M
1	>5cb0b5b1-615f-3e75-e6f5-8c41c36ed44a	0.9875	M
1	>dee358d5-ca89-ba27-79a8-4e2e06a28d12	0.9838	M
1	>1d54314f-5722-e322-eb2e-ddd4fc6244d7	0.9833	M
1	>c5b5db98-6191-3697-95e3-9cad6153cc1f	0.9840	M
1	>bf06bbd3-2940-47b5-7998-7a611a04340b	0.9894	M
1	>67142ff7-ec0a-c6f9-c5b3-2175c00c6b14	0.9785	M
1	>837604e1-d625-c3dd-b3c0-d5c1a82393a7	0.9866	M
1	>828b3a41-cdc4-d9a6-efbb-26141757fb94	0.9876	M
1	>5fdbc4cb-3a28-e001-cd47-d12f1f806384	0.9679	M
1	>305a8af2-f4cf-eef4-c567-880c3da6c36f	0.9887	M
1	>03b83fe9-dbc7-feb6-0443-1429482d69d2	0.9558	M
1	>5fb6f24b-53a3-ce3f-a355-35ab70f608ff	0.9575	M
1	>b50b5704-e5bd-0d27-7949-901a878a7c2c	0.9923	M
1	>5fce91d9-f7f8-8d19-7eca-db2287bfb23c	0.9703	M
1	>bd49bcb9-4818-020f-6cda-4631e8e119d1	0.9747	M
1	>767bce2f-706a-0612-9072-bf665a63490e	0.9712	M
1	>ddadd636-165c-3773-a418-0aba24ea2401	0.9880	M
1	>2b1bb8e2-11aa-b98c-899b-dc089539697e	0.9655	M
1	>772ae4ef-a03f-2dba-57e2-da88a7e8abc8	0.9755	M
1	>759b2aac-6bf0-5e65-980b-6bfb840e5fc0	0.9732	M
1	>d1e1c65b-f2f3-93b4-6c7b-ff4b54f97449	0.9791	M
1	>50105ce1-1c98-cb5f-ef17-463e8d255f12	0.9850	M
1	>7c91310a-aa4b-b1db-d9ad-3ea0bb2d85e0	0.9817	M
1	>98c54890-f90f-b6e4-c641-05fa76db41e9	0.9845	M
1	>07d3ea45-57ed-d2e1-2d9c-f3075825580a	0.9702	M
1	>3a55d180-37c1-e874-7d9d-506d10515919	0.9840	M
1	>ac21a68c-2951-c45d-d9e9-b384d3f8dc27	0.9593	M
1	>5544d375-4602-c55b-28ef-087d67a8451e	0.9610	M
1	>8e3a6726-d7b1-9046-dba9-2cbe5ea0a2be	0.9743	M
