taxonomy,SRR14307903,SRR14307904,SRR14307905,SRR14307906,SRR14307907,SRR14307908,SRR14307909,SRR14307914,SRR14307923,SRR14307924,SRR14307925,SRR14307926,mean
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,NA,0.014347994040064,0.00649927424770901,NA,NA,NA,0.0085647436221858,NA,NA,0.0733149744932509,NA,NA,0.0256817466008024
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Helcococcus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0231206745071443,0.0231206745071443
Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0154137830047629,0.0154137830047629
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,0.0144130476009862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0144130476009862
Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Ureaplasma,NA,0.00331107554770708,NA,0.027058473360933,NA,NA,NA,NA,0.00297125606879052,NA,NA,NA,0.0111136016591435
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium,0.018964536317087,0.00593234368964185,0.0200394289304361,0.0135292366804665,0.00870108200513876,NA,0.00739682403734228,0.0187287145694614,0.00594251213758104,0.005959098912013,0.00511946266119908,NA,0.0110313239940367
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces,NA,0.00137961481154462,NA,0.0162350840165598,NA,NA,NA,NA,NA,0.0149880366574872,NA,NA,0.0108675784951972
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter,NA,NA,NA,NA,NA,NA,0.00700751750906111,0.00788577455556268,NA,NA,NA,NA,0.00744664603231189
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium,NA,NA,0.00541606187309084,NA,NA,NA,NA,0.00837863546528534,NA,NA,NA,NA,0.00689734866918809
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter,NA,0.00165553777385354,NA,NA,NA,NA,0.0124578089049975,NA,NA,0.00252810256873279,NA,0.0102758553365086,0.00672932614602311
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00565172043507972,0.00565172043507972
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax,NA,NA,0.00541606187309084,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00541606187309084
Bacteria;Firmicutes;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasma,NA,NA,NA,NA,NA,NA,NA,NA,0.00445688410318578,NA,NA,NA,0.00445688410318578
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria,NA,NA,NA,NA,NA,NA,0.00389306528281173,NA,NA,NA,NA,NA,0.00389306528281173
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ochrobactrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00379215385309918,NA,NA,0.00379215385309918
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinotignum,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0036115750981897,NA,NA,0.0036115750981897
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Varibaculum,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00270868132364227,NA,NA,0.00270868132364227
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;W5053,NA,0.00248330666078031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00248330666078031
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023475238138233,NA,NA,0.0023475238138233
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas,NA,0.00151757629269908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00151757629269908
