#OTU ID	BRK01	BRK02	BRK05	BRK06	BRK09	BRK10	BRK13	BRK14	BRK17	BRK18	BRK21	BRK22	BRK25
OTU_1	6	5	5	3	5	5	3	3	5	3	7	3	0
OTU_2	966	833	1133	1096	1072	941	1149	1207	1051	995	1069	1082	1
OTU_3	21	39	0	3	0	1	2	0	0	0	0	0	0
OTU_4	29	48	0	3	1	1	3	2	0	0	1	0	0
OTU_5	1	1	1	1	1	0	1	0	1	4	0	0	0
OTU_6	0	0	1	2	2	3	2	1	0	0	1	0	0
OTU_7	399	384	373	443	364	444	358	414	411	472	493	320	0
OTU_8	2	1	7	3	2	1	2	1	1	4	1	2	0
OTU_9	0	0	0	0	0	0	0	0	0	0	0	11	0
OTU_10	24	32	20	17	17	22	19	13	19	22	47	6	0
OTU_11	31	48	2	6	1	1	2	1	0	1	1	1	0
OTU_12	1	3	2	4	5	3	2	2	4	5	6	11	0
OTU_13	4	3	0	2	0	0	1	0	1	0	0	0	0
OTU_14	849	708	1099	939	1010	989	1123	1014	1128	831	836	1143	1
OTU_15	637	515	701	740	747	615	733	712	872	639	901	679	0
OTU_16	8	21	2	2	1	1	0	1	0	0	0	2	1
OTU_17	21	28	2	2	0	0	1	0	0	3	1	1	0
OTU_18	16	28	1	4	0	1	1	1	1	0	0	1	0
OTU_19	6	22	0	2	0	0	0	0	0	0	0	0	0
OTU_20	4	8	0	1	0	0	0	1	0	0	0	0	0
OTU_21	5	11	2	0	0	0	0	1	0	0	0	0	0
OTU_22	3	3	1	1	1	1	0	0	2	1	0	0	0
OTU_23	12	7	22	12	19	17	23	22	15	10	14	6	0
OTU_24	509	413	623	580	672	603	677	670	553	638	575	600	1
OTU_25	16	9	28	22	35	20	37	40	22	22	32	14	0
OTU_26	30	47	3	4	1	2	2	2	0	1	0	0	0
OTU_27	164	125	161	160	149	143	164	139	105	152	214	153	0
OTU_28	14	38	0	2	1	3	2	2	0	0	1	0	0
OTU_29	44	25	38	50	47	27	71	54	36	23	41	37	0
OTU_30	22	35	4	4	0	2	0	1	0	0	0	1	0
OTU_31	27	18	29	41	26	30	32	22	27	26	28	15	0
OTU_32	21	20	39	24	40	24	47	42	30	27	50	42	0
OTU_33	18	14	18	21	24	28	33	26	13	21	6	7	0
OTU_34	501	544	582	544	534	683	588	583	496	708	393	334	0
OTU_35	2	0	0	2	0	0	0	2	1	0	2	2	0
OTU_36	36	42	51	43	36	34	62	57	53	54	29	58	1
OTU_37	34	43	1	4	0	0	1	1	1	0	0	0	0
OTU_38	10	16	16	8	11	2	13	6	5	12	3	1	0
OTU_39	485	468	490	522	455	559	511	471	529	457	503	416	0
OTU_40	0	1	0	2	3	1	3	2	1	2	0	1	0
