#OTU ID	NXT031_YAN_001	NXT031_YAN_002	NXT031_YAN_003	NXT031_YAN_004	NXT031_YAN_005	NXT031_YAN_006	NXT031_YAN_007	NXT031_YAN_008	NXT031_YAN_009	NXT031_YAN_010	NXT031_YAN_011	NXT031_YAN_012	NXT031_YAN_013	NXT031_YAN_014	NXT031_YAN_015	NXT031_YAN_016	NXT031_YAN_017	NXT031_YAN_018	NXT031_YAN_019	NXT031_YAN_020	NXT031_YAN_021	NXT031_YAN_022	NXT031_YAN_023	NXT031_YAN_025	NXT031_YAN_026	NXT031_YAN_027	NXT031_YAN_028	NXT031_YAN_029	NXT031_YAN_030	NXT031_YAN_031	NXT031_YAN_032	NXT031_YAN_033	NXT031_YAN_034	NXT031_YAN_035	NXT031_YAN_036	NXT031_YAN_037	NXT031_YAN_038	NXT031_YAN_039	NXT031_YAN_040	NXT031_YAN_041	NXT031_YAN_042	NXT031_YAN_043	NXT031_YAN_044	NXT031_YAN_045	NXT031_YAN_046	NXT031_YAN_047	NXT031_YAN_049	NXT031_YAN_050	NXT031_YAN_051	NXT031_YAN_052	NXT031_YAN_053	NXT031_YAN_054	NXT031_YAN_055	NXT031_YAN_056	NXT031_YAN_057	NXT031_YAN_058	NXT031_YAN_059	NXT031_YAN_061	NXT031_YAN_062	NXT031_YAN_063	NXT031_YAN_064	NXT031_YAN_065	NXT031_YAN_066	NXT031_YAN_067	NXT031_YAN_068	NXT031_YAN_069	NXT031_YAN_070	NXT031_YAN_071	NXT031_YAN_072	NXT031_YAN_073	NXT031_YAN_074	NXT031_YAN_075	NXT031_YAN_076	NXT031_YAN_077	NXT031_YAN_078	NXT031_YAN_079	NXT031_YAN_080	NXT031_YAN_081	NXT031_YAN_082	NXT031_YAN_083	NXT031_YAN_084	NXT031_YAN_085	NXT031_YAN_086	NXT031_YAN_087	NXT031_YAN_088	NXT031_YAN_089	NXT031_YAN_090	NXT031_YAN_091	NXT031_YAN_092	NXT031_YAN_093	NXT031_YAN_094	NXT031_YAN_095
zOTU_46538	0	0	1	0	0	1	0	1	4	0	0	0	0	0	8	0	1	0	0	0	2	2	2	1	1	1	0	1	0	5	1	0	0	2	0	0	0	1	6	3	1	0	2	10	0	21	1	2	0	1	0	0	2	8	1	1	0	1	1	0	3	0	2	2	1	0	1	0	0	1	1	1	5	1	3	0	0	2	0	16	0	0	0	0	1	2	7	5	0	4	1	13
zOTU_46541	0	1	1	0	0	0	1	0	0	0	0	0	1	0	4	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	3	0	0	0	4	2	3	3	6	7	0	0	0	1	0	0	1	3	0	0	2	0	0	3	0	0	0	0	0	0	1	0	8	0	0	0	0	7	0	0	0	2	0	0	6
zOTU_46548	0	2	0	0	0	2	0	0	0	2	8	0	1	0	12	0	5	6	0	0	0	0	2	0	1	2	0	1	0	0	0	0	3	12	0	0	1	0	2	3	5	1	0	22	0	0	1	0	0	0	0	1	4	0	15	1	2	0	3	0	2	0	0	0	4	0	4	6	0	2	10	0	5	2	0	3	0	0	0	14	0	0	0	2	6	2	8	0	0	0	3	21
zOTU_46554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1
zOTU_4656	2	2	0	0	0	0	6	0	0	0	7	0	0	5	0	3	0	0	2	0	6	1	19	3	1	0	1	0	4	2	1	11	0	13	0	0	1	1	2	0	0	0	1	0	4	2	2	5	1	2	0	11	1	1	0	0	0	2	0	0	2	5	5	0	9	2	0	0	0	6	6	0	5	11	15	0	0	7	1	0	0	11	1	0	0	0	6	0	2	0	2	3
zOTU_46568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	3	0	0	0	0	0	6	0	0	0	0	0	4
zOTU_4657	1	27	8	3	5	7	7	0	2	0	3	0	7	4	13	5	10	1	4	0	4	3	5	13	3	2	0	0	0	10	0	3	7	0	0	0	9	0	14	3	5	7	2	4	4	3	14	5	11	34	4	4	4	0	8	19	2	4	3	2	1	2	5	4	2	15	1	1	0	31	5	3	1	15	5	4	4	1	1	6	0	22	4	2	2	3	0	1	7	6	12	10
zOTU_46580	0	2	0	0	0	0	2	3	0	2	1	0	0	0	2	0	1	0	0	1	1	0	2	0	2	0	0	1	0	4	1	3	0	2	0	0	0	0	0	0	0	0	1	1	0	3	1	2	1	4	0	1	1	1	2	1	1	1	3	0	0	0	2	0	0	3	0	0	0	1	0	3	3	1	4	0	0	2	1	3	0	0	0	0	0	0	1	3	0	1	0	2
zOTU_46581	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	5	0	1	0	0	0	0	0	1	0	0	0	0
zOTU_46585	2	11	1	0	0	0	2	5	2	1	0	0	1	0	3	2	2	4	0	0	5	1	7	2	9	6	0	4	5	13	4	2	0	3	0	0	4	3	3	5	4	4	2	9	1	7	3	7	3	8	3	1	6	4	8	12	6	0	7	2	2	6	5	2	3	4	9	3	0	4	2	3	11	1	11	1	0	5	0	7	0	0	1	4	10	3	2	9	3	1	0	13
zOTU_46586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	6
zOTU_4659	1	0	1	0	0	0	3	0	4	1	0	0	0	0	1	4	0	1	0	1	3	1	1	4	0	0	0	4	0	2	0	0	0	0	0	0	2	3	0	0	0	1	2	2	1	0	2	3	1	1	0	0	0	0	0	0	0	0	0	6	0	3	4	1	1	0	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	2	0	0	1	0	0	2	0	1
zOTU_46597	0	0	0	0	0	1	0	0	9	2	0	0	0	0	16	1	0	0	0	2	1	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	1	0	3	0	1	0	7	34	0	0	1	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	24	0	0	0	0	0	0	0	0	0	0	1	22
zOTU_466	72	50	55	4	28	3	5	21	16	10	4	0	82	1	14	18	17	37	12	6	5	42	31	7	43	19	0	11	0	51	2	86	15	28	0	0	35	22	4	34	17	36	22	64	13	12	44	5	49	15	22	11	32	26	30	71	88	52	19	1	79	0	26	46	0	24	63	4	0	21	21	5	178	25	33	26	8	26	6	24	0	1	61	1	47	97	49	30	59	12	56	6
zOTU_46600	1	1	2	0	0	0	2	1	1	1	0	0	1	0	11	0	0	0	0	1	0	3	5	2	0	0	0	3	1	3	0	0	0	29	0	0	0	0	1	0	0	0	0	2	0	2	0	4	1	8	0	0	0	1	2	1	0	0	2	0	0	1	2	0	1	1	0	0	0	4	0	1	3	2	8	0	0	3	1	0	0	2	0	0	1	0	3	0	0	0	1	2
zOTU_46604	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	2	1	0	0	0	1	4	3	2	0	8	0	0	1	2	0	0	0	2	1	4	0	3	0	10	1	1	0	1	3	2	0	4	0	0	1	0	0	1	5	0	0	0	3	0	0	0	6	0	1	10	4	0	0	6	0	0	0	0	0	1	0	1	3	3	1	0	1	1
zOTU_46608	0	0	1	0	0	0	0	0	0	3	3	0	1	0	1	0	0	0	0	0	1	0	4	0	0	1	0	2	0	2	0	3	0	3	0	0	1	1	4	0	3	0	0	7	0	3	1	9	0	4	0	0	1	0	1	2	0	1	2	0	0	0	4	0	1	1	1	1	0	2	0	3	0	2	2	1	1	3	0	0	0	0	0	2	1	1	1	0	0	1	2	5
zOTU_4661	0	27	0	0	0	0	0	5	2	0	19	0	0	0	10	0	0	0	3	0	0	8	1	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	3	0	17	1	10	0	0	0	0	0	0	0	0	7	18	6	0	22	0	13	0	0	1	0	0	8	0	0	0	0	0	0	0	0	2	4	0	0	21	0	0	0	0	4	10	0	16	9	0	0	6
zOTU_46613	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	11
zOTU_46617	0	4	0	0	0	0	1	0	0	1	9	0	0	0	36	2	0	0	0	0	0	0	5	0	0	3	0	2	0	0	7	10	1	0	0	0	0	1	0	0	2	0	30	0	1	0	1	0	0	5	0	0	0	0	0	0	0	3	1	3	0	1	2	0	0	0	0	13	0	1	0	1	0	0	0	0	0	0	5	0	0	4	3	2	0	0	0	0	0	5	1	0
zOTU_46620	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	21	0	0	0	0	0	0	0	0	0	0	0	20
zOTU_46623	4	22	0	11	0	5	2	0	0	1	18	0	2	20	12	2	1	40	5	8	31	0	8	48	2	13	7	36	14	0	34	3	1	2	0	0	120	1	2	0	72	0	89	0	24	5	1	4	1	20	3	0	3	0	0	4	0	15	0	8	0	27	5	1	35	58	0	42	0	17	0	1	2	1	55	4	16	4	0	1	0	71	14	3	1	0	2	0	0	2	4	0
zOTU_46625	0	1	0	0	0	2	0	0	2	0	0	0	1	1	0	3	3	0	1	2	0	1	0	1	1	0	0	1	1	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	5	1	0	1	0	1	1	0	1	3	0	0	0	0	2	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0
zOTU_46635	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	2	0	1	1	0	0	3	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
zOTU_46638	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	2	0	2	0	2	1	2	0	0	3	0	3	0	0	0	3	0	0	0	1	2	0	0	0	0	7	1	0	1	3	0	3	0	0	2	1	0	4	2	0	3	0	0	0	2	0	0	0	2	0	0	1	0	2	1	3	1	0	0	4	1	2	0	0	0	1	0	1	2	3	0	0	0	2
zOTU_46643	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	14	0	4	1	0	0	1	2	0	0	2	7	0	10	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	12	1	1	0	0	0	0	0	0	0	2	0	0	20	3	0	2	0	5	0	1	0	1	1	0	0	1	0	3	0	0	7	1	0	1	0	0	0	0	1	2
zOTU_4665	0	1	11	1	0	4	0	0	6	0	2	0	3	0	2	0	6	8	4	0	0	5	5	0	0	0	0	0	0	10	0	1	0	5	0	0	6	21	5	2	0	3	6	1	0	13	1	3	3	13	1	0	1	5	3	10	2	4	0	1	15	1	6	5	0	0	2	0	0	0	0	5	2	12	1	5	1	2	3	18	0	0	2	3	1	1	0	6	1	1	7	5
zOTU_46662	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
zOTU_46669	1	3	2	0	1	1	1	0	0	3	3	0	1	3	1	3	0	0	0	2	0	3	2	3	3	0	1	1	7	1	5	1	0	4	0	0	1	6	2	0	1	0	0	3	0	0	2	4	0	1	0	0	1	0	1	1	0	1	2	0	1	1	5	0	7	1	1	0	0	1	3	3	1	5	3	1	0	1	0	2	0	1	0	2	5	0	6	8	2	1	2	2
zOTU_4667	2	5	3	7	0	3	9	1	6	0	0	0	0	0	0	20	10	6	5	7	49	5	1	4	1	2	0	27	18	4	3	2	3	4	0	0	7	3	6	6	7	5	3	0	2	0	27	23	4	9	4	0	3	2	1	7	0	3	0	2	0	5	4	1	1	12	2	0	0	19	0	6	7	3	9	7	9	5	3	1	0	10	11	10	2	7	1	0	1	1	2	2
zOTU_46676	0	2	0	2	0	1	0	1	0	1	2	0	2	1	0	4	2	4	1	0	2	1	0	4	1	0	1	5	1	0	0	0	1	0	0	0	7	7	5	1	6	0	1	1	0	0	1	0	4	1	0	1	2	3	6	1	0	0	0	2	1	1	0	2	7	1	0	0	0	2	0	1	0	1	0	4	5	0	9	0	0	1	0	2	1	1	0	0	0	0	3	0
zOTU_46678	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	1	0	1	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	3	1	0	0	0	0	0	1
zOTU_46680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0
zOTU_46682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
zOTU_46688	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	3	0	0	6	0	0	0	2	0	5	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0
zOTU_467	75	37	18	28	2	19	8	2	18	2	5	0	90	16	7	30	26	94	2	184	28	47	1	35	3	53	16	67	9	115	33	47	30	7	0	0	17	40	39	26	73	9	34	50	28	3	24	18	52	48	11	2	22	9	27	81	0	76	4	35	17	34	32	6	9	123	15	0	0	52	1	39	21	13	92	42	27	17	42	4	0	48	76	56	6	4	19	0	6	9	15	14
zOTU_46706	1	3	0	3	0	7	0	0	1	0	4	0	0	1	1	2	0	0	0	10	3	0	0	3	0	2	1	3	0	0	3	0	1	1	0	0	2	4	0	1	6	0	2	0	1	0	3	0	3	0	1	0	0	0	1	0	0	1	0	1	0	0	3	0	2	4	0	0	0	3	0	0	2	0	0	4	2	0	6	0	0	2	0	3	0	0	1	0	0	0	1	0
zOTU_4671	0	0	0	0	0	0	0	1	2	0	19	0	6	3	33	0	0	1	1	0	0	0	9	10	0	0	21	0	1	1	0	0	8	2	0	0	3	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	1	2	2	0	0	0	0	17	0	1	21	2	0	1	0	1	1	0	0	1	0	5	0	76	3	0	13	0	0	0	0	0
zOTU_46714	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	5	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	5	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
zOTU_46718	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	1	3	0	1	0	4	1	0	1	0	0	4	3	0	0	0	1	0	2	0	1	1	0	0	1	0	0	0	1	0	2	0	0	13	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
zOTU_4672	0	0	0	0	0	0	0	0	2	1	3	0	9	0	5	3	1	8	2	5	10	1	11	0	6	0	1	2	0	9	0	9	0	1	0	0	1	2	8	3	3	0	3	12	3	5	0	0	5	1	3	3	4	2	2	0	0	2	2	1	5	11	5	8	0	4	10	4	0	1	3	3	5	2	10	1	1	8	1	28	0	0	4	1	3	10	0	14	0	0	5	17
zOTU_46724	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3	0	1	0	0	0	0	1	0	0	0	2	0	0	2	0	3	0	0	0	0	9	1	1	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	4
zOTU_4673	0	0	0	0	0	0	0	0	0	1	0	0	0	27	0	14	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	10	0	0	72	0	0	3	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	29	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	48	0	0	0	0	0
zOTU_46731	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zOTU_46733	1	1	0	0	0	2	1	5	1	2	1	0	0	1	1	2	1	1	1	1	0	5	1	3	4	0	1	1	7	8	8	1	0	0	0	0	0	12	1	0	1	1	2	2	1	1	5	2	0	9	1	0	1	5	1	2	0	0	1	0	6	2	1	0	1	0	2	0	0	4	20	0	4	10	4	0	0	0	2	0	0	0	0	1	1	0	7	9	0	0	2	0
zOTU_46745	1	18	1	0	1	0	0	0	4	1	0	0	2	0	1	0	23	0	12	0	1	0	1	0	0	0	0	3	1	7	0	3	1	0	0	0	0	4	2	0	2	4	0	7	0	3	0	7	1	18	0	0	5	0	24	1	0	0	1	0	3	0	5	4	0	0	2	0	0	0	1	0	19	2	1	0	0	3	0	2	0	0	0	1	11	12	0	8	3	3	1	1
zOTU_46747	2	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	1	1	0	2	1	0	0	1	0	0	0	2	1	1	0	1	0	1	0	0	0	0	0	0	2	0	0	3	1	0	2	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	1	2	2	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0
zOTU_46753	5	2	2	1	0	0	1	9	9	7	0	0	6	5	2	4	10	4	2	1	13	1	4	10	1	10	2	4	6	25	11	3	5	0	0	0	9	6	2	1	14	7	9	11	2	1	3	9	1	2	5	11	9	8	13	9	0	3	4	2	7	3	2	3	4	5	7	1	0	16	16	3	11	8	6	2	0	7	4	2	0	9	10	6	10	8	8	3	1	3	11	2
zOTU_4676	6	3	4	0	0	1	7	0	2	0	0	0	0	0	0	1	1	0	0	1	1	2	2	2	3	2	11	0	1	45	1	6	0	2	0	0	0	2	5	0	4	5	1	2	1	1	3	0	4	3	2	0	0	0	0	0	0	8	0	0	0	0	9	1	1	0	0	0	0	1	8	3	0	3	0	7	0	4	1	1	0	6	1	0	3	4	5	0	0	4	12	0
zOTU_46760	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	4	0	0	6	0	0	63	0	0	0	4	0	0	0	0	22	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
zOTU_46763	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	5	0	0	0	3	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	3	32	2	3	1	6	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	4	1	0	0	0	1	0	0	0	0	0	0	4	6	0	0	0	0	0	1
zOTU_46765	2	1	1	2	0	1	1	0	0	0	0	0	6	1	4	1	1	1	1	1	0	3	0	2	0	5	1	1	0	0	1	5	5	0	0	0	1	1	0	3	1	8	1	0	2	0	1	0	1	4	2	0	2	7	0	0	0	2	0	1	3	2	0	1	0	4	4	1	0	2	0	2	0	0	1	3	5	0	3	1	0	3	5	0	3	1	0	0	4	1	0	0
zOTU_4677	2	5	2	0	0	0	3	6	7	2	0	0	0	1	1	3	1	2	2	2	3	2	5	2	5	0	1	10	0	13	4	4	1	6	0	0	0	5	1	3	4	3	1	7	3	3	5	3	2	5	3	4	7	7	8	4	0	1	3	0	5	10	6	1	1	1	4	0	0	4	4	9	8	5	8	0	0	5	0	4	0	1	2	0	9	2	5	2	3	1	4	0
zOTU_46792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	0	0	3	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1
zOTU_46803	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
zOTU_46807	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	2	3	0	1	0	1	1	0	0	0	0	0	11	0	2	0	0	0	0	1	1	3	1	0	4	0	3	0	3	0	0	0	0	1	0	1	0	5	2	0	1	1	0	1	0	2	0	0	0	1	0	0	0	1	3	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	3	2
zOTU_46809	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	7	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	6	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
zOTU_46818	0	0	1	0	0	1	6	0	9	0	0	0	2	9	1	6	18	0	0	3	3	0	0	2	0	0	1	7	0	3	0	1	0	0	0	0	0	0	0	0	3	1	1	2	0	1	10	0	18	2	1	14	2	0	5	2	0	0	0	0	15	2	0	0	0	3	0	0	0	1	0	0	0	0	1	3	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	1
zOTU_46827	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	4	1	0	0	1	0	2	0	0	0	2	0	0	6	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	2	0
zOTU_46831	3	1	2	0	0	2	1	0	0	0	1	0	0	1	2	2	1	5	0	2	6	0	2	0	0	2	0	8	2	0	3	1	4	3	0	0	0	2	3	2	6	0	1	7	1	1	1	0	6	5	0	0	0	1	7	1	0	2	0	0	0	1	2	2	3	1	0	0	0	4	1	0	1	2	9	0	1	0	2	2	0	0	0	1	1	1	0	0	0	0	2	1
zOTU_46836	0	0	0	0	1	0	0	0	1	1	0	0	3	1	0	2	7	0	1	0	0	4	1	0	0	0	0	0	0	9	0	0	2	0	0	0	0	4	1	4	0	2	0	5	0	0	0	0	1	0	2	3	0	6	1	3	0	0	2	0	2	0	2	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	1	0	0	0
zOTU_46843	5	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	2	1	1	0	0	0	1	0	1	1	0	1	4	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1	3	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	2	0	1	1	0	2	2	0	3	0	0	0	3	0	0	3	0	1	0	1	1	2	0
zOTU_46847	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	6	1	0	1	4	1	2	1	0	1	0	3	0	0	0	0	4	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	17	0	0	0	1	2	1	0	1	1	1	0	2	0	0	0	2	1	1	0	0	3	0	0	1	1	0	0	4	0	0	10	1	0	1	6	2	1	1
zOTU_46854	4	9	0	0	0	0	2	4	2	1	0	0	3	0	2	1	1	8	4	0	0	9	8	0	2	2	1	18	2	23	8	1	1	7	0	0	9	4	3	1	8	0	7	20	2	0	1	0	3	10	4	0	15	3	4	7	0	0	6	1	3	1	0	13	0	6	7	0	0	3	1	2	9	0	5	13	1	7	2	1	0	0	0	0	4	11	1	1	8	4	1	3
zOTU_46865	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	1	2	0	2	0	0	0	0	1	0	0	0	2	0	2	1
zOTU_46870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
zOTU_46873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	36	0	0	0	5	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
