#OTU ID	NXT031_YAN_001	NXT031_YAN_002	NXT031_YAN_003	NXT031_YAN_004	NXT031_YAN_005	NXT031_YAN_006	NXT031_YAN_007	NXT031_YAN_008	NXT031_YAN_009	NXT031_YAN_010	NXT031_YAN_011	NXT031_YAN_012	NXT031_YAN_013	NXT031_YAN_014	NXT031_YAN_015	NXT031_YAN_016	NXT031_YAN_017	NXT031_YAN_018	NXT031_YAN_019	NXT031_YAN_020	NXT031_YAN_021	NXT031_YAN_022	NXT031_YAN_023	NXT031_YAN_025	NXT031_YAN_026	NXT031_YAN_027	NXT031_YAN_028	NXT031_YAN_029	NXT031_YAN_030	NXT031_YAN_031	NXT031_YAN_032	NXT031_YAN_033	NXT031_YAN_034	NXT031_YAN_035	NXT031_YAN_036	NXT031_YAN_037	NXT031_YAN_038	NXT031_YAN_039	NXT031_YAN_040	NXT031_YAN_041	NXT031_YAN_042	NXT031_YAN_043	NXT031_YAN_044	NXT031_YAN_045	NXT031_YAN_046	NXT031_YAN_047	NXT031_YAN_049	NXT031_YAN_050	NXT031_YAN_051	NXT031_YAN_052	NXT031_YAN_053	NXT031_YAN_054	NXT031_YAN_055	NXT031_YAN_056	NXT031_YAN_057	NXT031_YAN_058	NXT031_YAN_059	NXT031_YAN_061	NXT031_YAN_062	NXT031_YAN_063	NXT031_YAN_064	NXT031_YAN_065	NXT031_YAN_066	NXT031_YAN_067	NXT031_YAN_068	NXT031_YAN_069	NXT031_YAN_070	NXT031_YAN_071	NXT031_YAN_072	NXT031_YAN_073	NXT031_YAN_074	NXT031_YAN_075	NXT031_YAN_076	NXT031_YAN_077	NXT031_YAN_078	NXT031_YAN_079	NXT031_YAN_080	NXT031_YAN_081	NXT031_YAN_082	NXT031_YAN_083	NXT031_YAN_084	NXT031_YAN_085	NXT031_YAN_086	NXT031_YAN_087	NXT031_YAN_088	NXT031_YAN_089	NXT031_YAN_090	NXT031_YAN_091	NXT031_YAN_092	NXT031_YAN_093	NXT031_YAN_094	NXT031_YAN_095
zOTU_1	9391	2573	3471	2245	8849	392	1497	5385	2713	2280	337	1	1525	1192	1870	1651	272	4685	10446	2521	3630	7608	1434	7125	2119	2759	4319	1060	1197	1250	1230	3911	11104	816	1	583	1646	378	1885	4530	459	5245	1708	12	12066	799	2157	18	384	845	4400	105	940	14906	167	64	409	8150	6210	5076	1146	3462	1748	9992	520	2965	2752	3549	0	3838	404	2668	1646	164	2110	3762	7672	1253	4709	322	0	11636	2525	118	4087	6343	466	2386	6196	6509	3029	2915
zOTU_10	28	1	11	4	22	2	0	13	283	3	4	0	1	3	3229	1	0	22	0	47	189	49	247	2	1	4	0	0	0	1	0	6	0	695	0	581	15	47	231	1	179	0	17	2	753	6717	3	12	33	181	8	5	63	1	24	0	13	5	0	1	0	14	2	5	3	9	1	15	0	2	3	101	18	0	1	61	246	144	4	7487	0	12	12	16	0	3	25	0	2	0	8	7346
zOTU_100	1	1	16	36	11	0	0	3	104	112	116	0	6	0	31	18	24	0	67	0	1	0	425	0	5	7	0	2	0	0	0	6	0	1710	0	0	0	0	13	19	0	9	0	1331	178	49	11	3	28	14	7	152	52	418	113	737	0	5	302	5	32	0	1	458	0	0	164	1	0	0	3	1	9	5	0	117	4	1	2	199	0	0	0	1	134	101	3	17	14	18	0	306
zOTU_1000	6	3	1	2	5	4	13	0	0	6	52	0	3	0	17	10	0	0	1	7	9	1	40	4	6	7	3	10	7	5	20	11	6	81	0	0	10	46	14	1	8	2	7	4	8	9	13	24	3	44	17	1	7	0	0	73	10	8	8	1	1	5	6	1	7	12	0	14	0	22	1	8	9	30	26	15	2	7	3	22	0	10	16	12	2	6	16	6	2	1	9	20
zOTU_10004	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	1	0	8	0	3	0	3	0	3	0	0	2	2	0	0	3	1	1	15	1	0	0	0	0	5	3	0	2	1	0	8	0	0	1	0	2	0	2	0	3	1	1	0	0	0	2	1	5	0	3	1	0	7	0	4	0	0	4	0	4	0	0	1	0	1	0	0
zOTU_10005	0	0	0	0	0	0	0	0	1	0	3	0	0	1	2	0	0	0	0	1	1	0	8	1	4	0	0	2	0	0	0	10	0	6	0	0	1	1	1	0	0	0	2	2	1	1	3	4	1	4	1	0	0	1	0	10	0	2	0	1	0	3	2	0	3	0	0	0	0	2	0	1	1	6	1	0	0	4	0	5	0	1	0	1	0	1	6	0	0	0	2	0
zOTU_10007	0	0	0	0	0	0	0	2	0	2	0	0	0	0	9	0	0	1	0	0	1	4	11	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1	3	0	0	0	0	2	2	30	0	0	1	6	0	1	0	0	1	1	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	3	0	1	0	1	2	0	0	11	0	0	0	1	0	1	1	0	0	0	0	36
zOTU_10017	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
zOTU_10018	0	3	0	0	1	0	0	0	0	0	0	0	0	1	17	0	1	0	0	0	0	0	6	0	1	3	0	0	0	2	1	2	1	3	0	0	0	4	4	1	0	0	0	1	0	9	0	2	0	0	0	0	0	8	1	3	0	0	3	0	1	0	0	2	2	0	1	0	0	0	1	1	1	0	0	0	0	7	0	5	0	0	0	0	0	2	1	0	2	0	0	6
zOTU_1003	0	12	0	0	0	0	0	1	7	1	1	0	0	0	36	2	0	1	1	0	8	1	60	0	24	1	0	1	0	7	0	5	0	40	0	0	5	0	10	2	1	0	3	27	3	28	0	0	3	6	0	0	13	11	5	72	1	3	1	0	2	5	5	0	0	0	8	3	0	0	0	8	1	11	0	2	1	2	0	127	0	0	0	0	2	9	0	1	5	4	1	272
zOTU_1004	16	47	4	1	7	4	28	5	17	2	4	0	1	11	4	11	2	18	3	15	20	9	0	11	0	9	3	43	17	21	67	13	13	0	0	0	24	11	8	5	21	3	34	4	9	1	64	15	28	26	6	4	13	18	1	17	0	6	1	2	1	11	24	6	36	18	4	0	0	79	7	20	17	36	36	8	2	8	11	0	0	26	21	18	2	5	9	0	1	1	8	11
zOTU_10044	40	32	24	7	15	2	16	72	27	13	2	0	25	10	5	11	10	14	33	15	36	31	8	63	9	27	6	21	25	30	11	8	40	4	0	0	17	7	19	41	9	39	15	2	26	15	21	0	12	6	27	9	12	30	5	2	0	19	30	18	28	29	15	26	11	40	30	8	0	57	5	16	20	1	32	19	19	18	12	5	0	41	23	5	25	37	11	16	22	10	23	12
zOTU_10047	2	1	0	0	11	0	0	1	3	0	0	0	6	0	0	1	5	0	0	0	1	0	0	0	1	1	0	1	1	2	66	2	2	0	0	0	0	0	3	0	0	3	4	1	0	0	0	0	0	4	1	17	2	3	1	0	0	0	1	0	7	0	2	0	16	0	5	0	0	0	0	5	4	0	21	0	0	3	0	0	0	0	7	1	6	2	0	1	1	1	0	0
zOTU_1007	5	2	10	0	3	0	0	12	6	1	1	0	20	0	20	0	24	7	10	0	9	0	17	0	22	2	0	15	0	61	2	11	4	1	0	0	0	4	40	4	11	8	43	53	1	1	6	38	4	3	18	16	31	71	7	6	3	27	2	0	40	1	5	27	0	0	36	1	0	0	6	10	249	11	5	1	0	41	0	74	0	0	6	12	92	110	2	10	2	1	82	3
zOTU_10070	1	2	0	4	1	5	0	0	0	1	2	0	1	0	0	1	0	1	0	5	1	1	3	4	0	3	2	3	4	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	2	3	9	2	0	2	0	0	0	2	2	10	1	0	2	0	0	2	0	0	0	4	0	2	0	3	0	1	0	1	0	0	3	0	0	5	0	8	2	0	0	0	0	0	0	0	0	2
zOTU_10077	9	8	0	0	0	1	3	0	1	3	1	0	23	3	0	2	1	27	0	27	3	3	1	5	0	7	1	13	3	8	10	6	7	2	0	0	10	6	1	6	15	3	2	3	1	0	3	5	8	6	2	3	1	0	1	12	0	8	0	2	0	5	1	0	2	18	1	0	0	7	0	5	4	2	8	8	7	3	8	0	0	5	6	8	2	0	2	0	1	1	1	0
zOTU_10079	3	6	1	0	0	3	0	0	3	1	3	0	1	0	1	5	2	5	3	1	8	0	7	3	7	6	1	6	8	7	2	7	0	13	0	0	3	6	7	1	5	0	2	8	7	7	4	7	2	8	2	1	8	3	1	13	2	3	3	1	0	7	9	0	2	8	9	0	0	13	4	3	4	21	12	0	0	18	4	6	0	1	5	2	3	3	9	5	0	2	4	4
zOTU_1008	0	3	0	0	0	0	27	0	0	0	0	0	0	0	0	1	0	91	0	0	19	0	0	88	0	7	0	2	10	0	39	4	0	0	0	0	65	0	0	0	92	0	1	0	10	0	80	0	0	0	0	0	0	0	0	0	0	1	0	101	1	11	0	0	4	478	0	0	0	194	0	0	1	7	0	0	31	0	22	0	0	129	0	0	0	0	0	0	0	0	94	0
zOTU_10085	0	2	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	7	1	0	0	1	0	0	0	0	0	1	4	0	0	4	2	0	0	0	0	0	0	0	41	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	1	12	0	0	2	0	0	1	1	0	0	0	0	15
zOTU_10088	0	2	1	0	2	0	0	0	2	0	0	0	5	0	3	0	2	0	1	0	1	1	0	0	1	0	0	0	0	3	0	6	0	1	0	0	1	0	15	2	1	0	0	2	0	3	0	0	3	1	0	1	3	1	0	6	0	0	0	0	0	2	1	1	2	0	0	0	0	0	4	2	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	1	5	0
zOTU_10089	0	3	0	2	0	2	1	0	1	0	1	0	0	0	3	2	1	4	0	0	2	0	0	2	0	6	0	0	0	0	1	0	0	0	0	0	4	4	0	4	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	3	19	1	3	1	0	0	2	0	0	1	3	1	0	2	0	1	0	0	2	1	3	2	0	1	0	1	2	1	0	0	1	0	0	0	3	2
zOTU_10091	0	5	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	5	0	6	0	0	1	0	0	0	0	0	1	0	0	0	0	2	4	9	2	0	0	1	0	2	1	4	1	1	0	0	0	3	0	0	3	0	7	0	0	0	2	1	0	0	2	0	0	0	1	0	3	2	1	1	1	0	2	0	0	0	0	1	0	0	2	0	2	0	5	0	0
zOTU_10094	37	15	9	6	36	3	8	32	19	7	0	0	11	8	3	15	12	17	55	10	26	27	4	37	14	10	8	17	6	25	6	12	41	4	0	0	13	5	10	22	6	29	16	1	16	5	18	0	7	7	15	8	9	59	12	7	0	14	20	2	21	18	12	30	4	10	31	4	0	28	2	11	11	1	15	13	6	14	12	2	0	17	12	3	46	31	7	13	26	23	28	4
zOTU_10098	1	6	1	0	0	0	0	1	3	3	2	0	4	1	4	0	6	1	2	0	4	2	1	1	0	1	0	2	1	0	3	1	0	2	0	0	1	0	1	5	2	0	3	0	0	1	2	1	1	6	1	0	3	0	1	1	7	3	1	0	3	0	0	1	0	0	0	0	0	0	0	1	4	0	1	0	0	6	0	8	0	0	4	1	0	4	0	2	1	0	0	11
zOTU_101	380	118	129	66	185	15	20	104	46	17	9	0	89	19	28	33	2	169	138	70	67	260	41	118	70	97	67	49	30	25	25	195	442	14	0	0	97	21	38	101	23	143	66	0	161	11	56	0	17	18	119	1	21	206	8	1	59	282	71	52	41	140	60	290	11	137	131	358	0	317	30	31	92	8	81	119	233	39	133	9	0	183	109	6	87	266	27	76	166	71	134	17
zOTU_1010	2	24	2	6	3	21	9	3	3	0	3	0	17	9	9	19	17	10	16	14	7	4	1	17	1	11	3	8	1	8	7	3	7	14	0	0	28	35	8	19	9	11	9	0	6	4	22	2	15	10	2	1	0	1	2	7	276	16	3	15	7	10	9	6	6	35	2	48	0	44	1	6	5	4	21	22	8	8	8	5	0	14	16	16	13	6	7	4	0	0	22	11
zOTU_10102	2	4	5	1	2	0	5	24	28	2	1	0	2	0	7	9	6	3	18	0	11	0	4	10	1	5	2	7	12	4	10	2	2	2	0	0	16	24	13	14	10	3	5	8	1	3	0	3	3	17	8	16	5	3	6	20	0	1	4	0	15	14	5	5	5	7	16	0	0	11	18	2	8	1	23	13	5	6	2	2	0	1	5	0	3	13	15	3	3	0	16	9
zOTU_10109	0	2	0	0	0	3	0	1	3	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	1	3	0	0	0	9	0	0	0	0	0	0	0	2	7	1	0	0	3	10	0	2	0	0	0	0	0	0	0	2	2	0	0	1	3	0	0	1	3	3	0	0	2	0	0	8	3	1	0	0	4	1	1	2	0	1	0	0	5	0	3	0	0	1	0	0	2	8
zOTU_10111	0	5	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	4	0	17	3	3	0	1	0	0	9	1	0	0	0	0	1	1	1	1	0	1	0	3	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	2	1	6	0	0	0	0	0	0	0	3	0	1	2	0	1	10	0	0	1	0	0	0	1	11	0	0	2	0	6
zOTU_10112	0	2	2	0	0	0	0	11	1	0	0	0	2	0	3	0	1	0	0	0	1	3	0	0	0	0	0	0	0	2	0	3	0	0	0	0	3	4	5	4	0	7	2	1	0	1	5	0	1	4	3	0	8	19	5	9	0	1	1	0	1	1	6	6	1	0	10	0	0	0	0	3	5	0	5	0	0	6	0	2	0	0	1	0	17	3	0	8	7	1	1	0
zOTU_10115	0	5	0	0	0	0	2	1	0	0	0	0	2	0	0	1	1	0	2	1	1	0	1	1	0	1	0	4	6	6	1	0	2	2	0	0	1	2	4	0	1	0	1	1	0	1	0	4	0	5	1	0	1	1	2	3	0	1	4	0	1	3	4	0	0	1	1	0	0	3	7	3	5	0	5	0	0	5	1	1	0	0	1	0	4	0	3	4	0	10	2	1
zOTU_1012	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1	0	89	0	0	16	0	0	88	0	1	0	0	18	0	54	2	0	0	0	0	63	0	0	0	83	0	3	0	21	0	53	0	0	0	0	0	0	0	0	0	0	0	0	96	0	17	0	0	4	471	0	0	0	184	0	0	0	5	0	0	31	0	13	0	0	123	0	1	0	0	0	0	0	0	66	0
zOTU_10122	0	0	4	0	0	0	0	0	1	0	1	0	5	0	6	1	0	18	0	0	1	0	1	2	0	0	0	1	0	3	0	11	0	0	0	0	1	3	1	8	2	0	1	10	3	10	0	0	1	2	5	2	1	2	1	1	0	0	1	0	2	1	0	6	0	0	0	1	0	0	2	11	2	2	5	2	0	2	2	9	0	0	2	0	3	1	0	1	0	15	1	7
zOTU_10124	0	0	1	1	1	1	5	0	15	0	1	0	2	10	4	11	13	1	0	4	3	3	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	3	0	3	2	9	2	0	1	0	13	0	16	4	0	0	1	1	3	2	0	0	0	0	10	2	0	1	0	8	4	0	0	5	0	0	0	0	0	3	1	0	2	0	0	0	12	0	2	2	2	0	1	0	1	2
zOTU_10127	0	0	0	3	0	0	3	0	1	0	2	0	0	1	1	0	2	0	1	1	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	3	7	0	0	1	0	0	1	0	0	1	0	57	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0
zOTU_1013	18	12	19	11	1	3	7	12	27	15	1	0	22	16	9	22	27	11	11	6	17	8	8	24	3	2	23	17	7	37	12	30	12	7	0	0	10	12	20	17	8	27	10	44	18	8	15	21	9	40	9	18	15	11	24	62	42	20	27	2	5	4	12	9	6	7	30	9	0	17	23	7	13	6	19	20	14	17	2	2	0	10	16	33	30	15	12	10	10	25	17	8
zOTU_10132	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	4	0	0	3	0	4	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	47	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0
zOTU_10133	0	0	0	0	1	0	0	5	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	3	7	0	5	0	0	4	0	14	0	0	0	0	0	2	0	0	0	10	1	0	0	0	0	0	5	0	0	0	0	0	0	36	2	3	1	1	0	0	0
zOTU_10134	0	0	1	0	5	0	0	11	11	0	0	0	2	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	16	0	2	0	0	4	5	0	5	0	0	7	0	0	5	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	20	0	0	8	23	0	0	4
zOTU_10135	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	2	6	0	0	0	1	4	0	1	3	1	0	1	0	1	0	0	0	0	0	0	1	10	5	0	0	0	0	1	0	0	0	2	0	2	0	0	0	41	2	17	0	1	0	0	1	2	0	0	0	0	4	31
zOTU_10138	1	1	1	0	1	0	0	0	2	0	0	0	2	0	3	5	2	1	2	0	5	8	3	1	3	1	0	0	0	1	0	0	1	0	0	0	0	3	1	1	1	1	1	6	0	0	3	0	0	0	3	9	8	1	0	1	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	7	0	3	0	0	1	2	4	3	0	0	1	5	4	2
zOTU_10139	0	2	4	0	2	1	0	3	0	1	0	0	17	0	0	4	4	1	0	0	3	0	1	7	0	5	2	0	0	5	0	2	1	4	0	0	10	3	14	3	1	4	0	8	3	0	4	1	2	1	3	0	6	9	2	2	0	0	0	1	0	0	1	4	0	1	0	0	0	1	1	3	49	0	0	2	11	2	0	0	0	0	0	6	0	5	1	0	0	0	24	5
zOTU_10142	0	1	0	0	0	1	2	0	0	0	0	0	3	0	0	12	0	8	0	4	0	0	0	0	5	3	0	1	1	2	2	0	4	0	0	0	2	3	1	0	2	3	3	0	3	0	6	14	3	7	0	0	1	11	0	9	0	6	0	0	0	0	2	0	0	1	0	0	0	6	0	2	3	0	30	6	2	0	0	0	0	8	4	7	0	0	0	0	1	0	1	0
zOTU_10145	0	0	0	0	0	0	5	1	4	0	0	0	0	0	7	0	0	0	0	0	7	0	5	1	0	5	0	1	0	0	10	1	0	2	0	0	0	0	3	0	0	0	0	2	1	7	0	1	0	0	0	0	11	0	0	4	4	1	0	0	0	1	0	0	0	8	0	3	0	0	0	0	3	4	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	4	5
zOTU_10146	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	1	0	0	0	0	0	0	0	0	7	1	0	0	1	0	0	0	0	0
zOTU_10148	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	3	0	0	0	1	0	5	0	2	0	2	0	0	9	1	0	14	0	0	0	0	1	0	1	2	0	0	3	0	0	0	2	1	3	2	13	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	31
zOTU_10149	0	0	0	0	0	0	5	2	1	1	2	0	0	0	4	0	2	1	1	0	0	1	0	2	0	0	0	4	3	4	1	2	0	2	0	0	2	0	5	2	0	0	4	3	0	0	2	3	0	1	1	0	5	4	4	2	1	1	2	1	2	1	3	0	4	1	1	0	0	0	3	1	7	1	2	0	0	3	1	0	0	0	0	0	6	4	3	5	1	0	1	5
zOTU_10153	1	1	1	0	0	0	0	2	1	2	0	0	2	0	7	0	3	2	0	2	1	2	2	0	7	2	1	1	2	0	0	0	0	5	0	0	0	1	1	0	1	1	1	2	3	2	3	5	1	17	0	0	1	6	1	2	2	0	0	0	3	0	0	2	1	0	3	6	0	0	0	0	5	0	1	0	0	4	0	1	0	0	3	0	1	3	1	1	0	2	2	7
zOTU_10155	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	1	11	0	0	0	2	0	0	25	1	0	0	2	0	0	0	0	0	2	0	1	0	7	0	0	0	0	0	3	0	18	2	2	3	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	6	1	2	0	0	1	0	3	0	1	0	0	0	0	0	1	1	2	0	11	0	0
zOTU_10156	0	0	1	0	0	0	0	0	4	0	0	0	0	0	5	0	2	2	0	0	1	8	0	0	3	1	0	1	0	1	0	0	0	2	0	0	2	1	0	6	1	1	0	11	0	2	6	0	0	0	2	6	8	1	0	1	0	0	2	1	0	0	0	1	0	0	6	0	0	0	3	0	3	0	0	0	0	14	0	0	0	0	2	2	3	1	1	0	2	3	4	1
zOTU_10157	2	7	8	0	0	0	2	5	7	6	2	0	1	0	1	1	7	7	9	0	5	2	12	1	2	2	0	5	0	12	0	0	1	19	0	0	4	14	6	4	1	5	0	66	6	5	0	3	4	1	2	14	9	14	4	38	1	2	13	0	5	0	4	43	0	0	12	0	0	0	2	2	14	15	8	1	0	0	0	3	0	0	6	2	11	25	1	5	1	2	2	9
zOTU_1016	0	23	0	0	0	0	2	0	0	0	1	0	4	3	2	5	0	0	0	6	0	0	3	1	0	1	1	28	0	0	0	0	0	0	0	0	8	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	0	0	0	0	0	0	0	3	5	0	1026	0	0	0	2	0	0	0	0	0	0	4	0	0	2	1	0	0	0	0	0	0	0	1	0
zOTU_10160	1	0	0	0	2	0	0	0	1	22	0	0	0	0	0	0	0	27	0	0	0	1	1	2	13	1	0	3	20	2	17	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	1	5	0	0	10	3	3	0	0	0	0	0	0	0	10	0	0	50	1	0	0	0	1	0	0	1	5	0	0	0	1	0	7	0	3	0	0	0	0	0	0	0	0	1	6
zOTU_10162	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	1	0	2	0	0	0	0	3	1	11	0	1	0	2	0	0	2	0	6	0	0	1	0	12	0	0	0	3	0	4	1	1	4	0	0	2	0	1	4	0	1	1	1	3	0	1	7	1	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	1	10	7	4	2	0	0	1	6
zOTU_10163	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	1	0	3	5	0	1	3	0	35	0	0	4	0	0	13	0	0	0	7	0	19	0	0	0	0	3	1	2	0	0	0	0	6	9	2	7	11	0	0	2
zOTU_10164	0	3	3	0	1	1	3	1	0	1	1	0	4	1	5	7	1	4	2	3	2	0	11	6	6	3	0	8	7	4	3	12	2	27	0	0	2	10	7	3	3	3	2	12	8	2	7	6	1	7	5	2	7	2	2	5	1	6	7	5	3	9	4	2	5	7	6	0	0	19	5	5	12	17	16	1	1	8	2	7	0	1	5	2	2	0	10	5	0	1	2	4
zOTU_10165	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	2	0	1	0	0	0	24	1	0	2	2	1	1	6	0	31	0	0	2	0	0	23	0	0	0	11	0	33	0	0	0	0	0	0	1	0	0	0	0	1	12	1	10	14	0	0	0
zOTU_10167	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	5	0	1	0	2	3	0	2	0	11	0	2	1	0	0	0	4	0	1	0	1	0	0	6	0	0	5	6	0	2	0	0	4	2	0	0	0	2	4	0	1	2	5	0	0	0	4	0	0	2	0	2	0	4	6	0	0	6	0	0	0	0	0	0	1	2	0	0	1	0	3	4
zOTU_10168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	0	54	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1017	7	30	5	0	1	3	9	8	5	9	4	0	1	7	3	15	2	6	4	20	12	8	33	15	11	3	3	29	3	12	3	8	1	0	0	0	8	15	21	5	7	3	7	50	10	7	30	11	3	24	15	0	11	9	9	25	0	12	25	4	10	14	17	2	2	9	14	2	0	19	11	10	10	23	13	12	0	18	4	5	0	12	14	9	32	4	16	8	7	4	17	3
zOTU_10170	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	1	0	0	0	1	1	0	0	0	0	3	0	0	7	2	0	2	9	0	0	0	1	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	4	4	4	0	0	0	0	0	0	0	0	2	0	3	0	0	0	44	2	13	0	1	0	0	0	1	0	0	0	0	7	12
zOTU_10174	4	3	0	6	1	1	1	1	2	1	2	0	2	1	0	1	0	2	2	4	3	0	0	3	0	8	2	0	1	0	0	2	3	1	0	0	2	1	0	4	3	3	2	0	3	0	1	0	2	3	2	0	1	2	0	2	0	7	0	0	1	2	1	2	0	5	3	2	0	5	0	2	0	0	2	2	5	1	1	0	0	5	4	1	1	1	1	0	1	0	3	0
zOTU_1019	1	31	4	0	0	0	2	5	1	3	4	0	0	0	36	0	0	0	0	4	35	4	14	9	0	1	0	3	1	1	2	55	8	4	0	0	3	2	36	1	27	0	0	29	4	1	2	123	0	9	2	0	30	9	8	33	0	1	9	0	0	44	36	0	1	197	3	1	0	40	0	7	15	19	35	0	2	2	1	2	0	14	1	6	2	1	22	4	2	3	32	1
zOTU_10192	3	4	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	2	0	1	0	0	0	30	0	4	0	9	16	0	3	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	20	0	1	0	0	0	0	0
zOTU_10197	5	24	0	0	0	0	1	17	1	1	0	0	5	0	1	3	2	0	3	0	5	6	1	8	3	0	0	0	0	9	0	0	0	0	0	0	0	0	5	1	0	1	1	14	0	1	2	2	0	1	0	0	2	6	2	2	0	1	1	0	4	0	0	1	0	0	10	0	0	0	2	2	6	4	2	0	1	7	0	1	0	0	4	4	5	1	1	6	0	0	11	1
zOTU_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6869	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_10205	3	15	1	0	1	0	0	5	1	3	1	0	2	0	6	3	3	0	1	0	5	8	3	5	11	0	0	0	0	7	2	1	2	3	0	0	0	1	0	1	0	1	4	19	0	2	1	2	0	1	1	0	2	6	4	4	0	0	0	0	6	0	2	3	0	1	3	0	0	0	4	2	2	8	2	1	1	5	0	3	0	0	1	1	6	2	0	15	0	3	4	4
